filename,dest_filename,source_folder,colour_family,hex,hue_degrees,saturation_pct,brightness_pct
GIUP-141.jpg,GIUP-141.jpg,SOLID GEL POLISH / Brown,Orange,#C1A98D,32.3,26.9,75.7
GIUP-142.jpg,GIUP-142.jpg,SOLID GEL POLISH / Brown,Orange,#BC876D,19.7,42.0,73.7
GIUP-143.jpg,GIUP-143.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#998579,22.5,20.9,60.0
GIUP-144.jpg,GIUP-144.jpg,SOLID GEL POLISH / Brown,Red,#88675F,11.7,30.1,53.3
GIUP-145.jpg,GIUP-145.jpg,SOLID GEL POLISH / Brown,Red,#533839,357.8,32.5,32.5
GIUP-146.jpg,GIUP-146.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#574642,11.4,24.1,34.1
GIUP-147.jpg,GIUP-147.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#413634,9.2,20.0,25.5
GIUP-148.jpg,GIUP-148.jpg,SOLID GEL POLISH / Brown,Red,#835854,5.1,35.9,51.4
GIUP-149.jpg,GIUP-149.jpg,SOLID GEL POLISH / Brown,Orange,#9D7C60,27.5,38.9,61.6
GIUP-150.jpg,GIUP-150.jpg,SOLID GEL POLISH / Brown,Orange,#745849,20.9,37.1,45.5
GIUP-151.jpg,GIUP-151.jpg,SOLID GEL POLISH / Brown,Orange,#734A3B,16.1,48.7,45.1
GIUP-152.jpg,GIUP-152.jpg,SOLID GEL POLISH / Brown,Orange,#835545,15.5,47.3,51.4
GIUP-153.jpg,GIUP-153.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#BFACA2,20.7,15.2,74.9
GIUP-154.jpg,GIUP-154.jpg,SOLID GEL POLISH / Brown,Orange,#D0BEB5,20.0,13.0,81.6
GIUP-155.jpg,GIUP-155.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#B79D98,9.7,16.9,71.8
GIUP-156.jpg,GIUP-156.jpg,SOLID GEL POLISH / Brown,Orange,#8B7168,15.4,25.2,54.5
GIUP-1923.jpg,GIUP-1923.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#B9ABA0,26.4,13.5,72.5
GIUP-1925.jpg,GIUP-1925.jpg,SOLID GEL POLISH / Brown,Red,#C27D6F,10.1,42.8,76.1
GIUP-1947.jpg,GIUP-1947.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#C5B9AE,28.7,11.7,77.3
GIUP-2042.jpg,GIUP-2042.jpg,SOLID GEL POLISH / Brown,Orange,#CDBFB9,18.0,9.8,80.4
GIUP-2049.jpg,GIUP-2049.jpg,SOLID GEL POLISH / Brown,Red,#704340,3.8,42.9,43.9
GIUP-2133.jpg,GIUP-2133.jpg,SOLID GEL POLISH / Brown,Red,#896460,5.9,29.9,53.7
GIUP-2136.jpg,GIUP-2136.jpg,SOLID GEL POLISH / Brown,Red,#94514E,2.6,47.3,58.0
GIUP-2137.jpg,GIUP-2137.jpg,SOLID GEL POLISH / Brown,Red,#8B544C,7.6,45.3,54.5
GIUP-2138.jpg,GIUP-2138.jpg,SOLID GEL POLISH / Brown,Orange,#A76347,17.5,57.5,65.5
GIUP-2139.jpg,GIUP-2139.jpg,SOLID GEL POLISH / Brown,Orange,#745B47,26.7,38.8,45.5
GIUP-2140.jpg,GIUP-2140.jpg,SOLID GEL POLISH / Brown,Red,#6B453C,11.5,43.9,42.0
GIUP-2220.jpg,GIUP-2220.jpg,SOLID GEL POLISH / Brown,Brown_Nude,#9E9077,38.5,24.7,62.0
GIUP-2221.jpg,GIUP-2221.jpg,SOLID GEL POLISH / Brown,Orange,#9B7950,32.8,48.4,60.8
GIUP-2223.jpg,GIUP-2223.jpg,SOLID GEL POLISH / Brown,Orange,#5C4E42,27.7,28.3,36.1
GIUP-2224.jpg,GIUP-2224.jpg,SOLID GEL POLISH / Brown,Orange,#584439,21.3,35.2,34.5
GIUP-2439.jpg,GIUP-2439.jpg,SOLID GEL POLISH / Brown,Orange,#D0C1AD,34.3,16.8,81.6
GIUP-2442.jpg,GIUP-2442.jpg,SOLID GEL POLISH / Brown,Orange,#876957,22.5,35.6,52.9
GIUP-2521.webp,GIUP-2521.webp,SOLID GEL POLISH / Brown,Orange,#6D483C,14.7,45.0,42.7
GIUP-1823.jpg,GIUP-1823.jpg,SOLID GEL POLISH / Coral Orange,Orange,#C67743,23.8,66.2,77.6
GIUP-1901.jpg,GIUP-1901.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EBAE6B,31.4,54.5,92.2
GIUP-1902.jpg,GIUP-1902.jpg,SOLID GEL POLISH / Coral Orange,Red,#E8CDC7,10.9,14.2,91.0
GIUP-1903.jpg,GIUP-1903.jpg,SOLID GEL POLISH / Coral Orange,Orange,#E3C6BA,17.6,18.1,89.0
GIUP-1904.jpg,GIUP-1904.jpg,SOLID GEL POLISH / Coral Orange,Red,#D1A19A,7.6,26.3,82.0
GIUP-1905.jpg,GIUP-1905.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EFA363,27.4,58.6,93.7
GIUP-1906.jpg,GIUP-1906.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EB7E40,21.8,72.8,92.2
GIUP-1907.jpg,GIUP-1907.jpg,SOLID GEL POLISH / Coral Orange,Red,#F87784,354.0,52.0,97.3
GIUP-1926.jpg,GIUP-1926.jpg,SOLID GEL POLISH / Coral Orange,Orange,#BC6844,18.0,63.8,73.7
GIUP-2020.jpg,GIUP-2020.jpg,SOLID GEL POLISH / Coral Orange,Orange,#E9AE82,25.6,44.2,91.4
GIUP-2021.jpg,GIUP-2021.jpg,SOLID GEL POLISH / Coral Orange,Orange,#DCAF8E,25.4,35.5,86.3
GIUP-2038.jpg,GIUP-2038.jpg,SOLID GEL POLISH / Coral Orange,Red,#EEBBB1,9.8,25.6,93.3
GIUP-2039.jpg,GIUP-2039.jpg,SOLID GEL POLISH / Coral Orange,Red,#F8BDB6,6.4,26.6,97.3
GIUP-2041.jpg,GIUP-2041.jpg,SOLID GEL POLISH / Coral Orange,Orange,#DABBB3,12.3,17.9,85.5
GIUP-2063.jpg,GIUP-2063.jpg,SOLID GEL POLISH / Coral Orange,Orange,#D08931,33.2,76.4,81.6
GIUP-2201.jpg,GIUP-2201.jpg,SOLID GEL POLISH / Coral Orange,Orange,#F8C28B,30.3,44.0,97.3
GIUP-2203.jpg,GIUP-2203.jpg,SOLID GEL POLISH / Coral Orange,Orange,#F8AA75,24.3,52.8,97.3
GIUP-2204.jpg,GIUP-2204.jpg,SOLID GEL POLISH / Coral Orange,Red,#ED7566,6.7,57.0,92.9
GIUP-2222.jpg,GIUP-2222.jpg,SOLID GEL POLISH / Coral Orange,Orange,#A45D42,16.5,59.8,64.3
GIUP-2422.jpg,GIUP-2422.jpg,SOLID GEL POLISH / Coral Orange,Yellow,#F1AD4D,35.1,68.0,94.5
GIUP-2441.jpg,GIUP-2441.jpg,SOLID GEL POLISH / Coral Orange,Red,#B34C3C,8.1,66.5,70.2
GIUP-2511.webp,GIUP-2511.webp,SOLID GEL POLISH / Coral Orange,Red,#E1BFB9,9.0,17.8,88.2
GIUP-30.jpg,GIUP-30.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EDC8B2,22.4,24.9,92.9
GIUP-31.jpg,GIUP-31.jpg,SOLID GEL POLISH / Coral Orange,Orange,#E7A18A,14.8,40.3,90.6
GIUP-32.jpg,GIUP-32.jpg,SOLID GEL POLISH / Coral Orange,Orange,#F1D2AF,31.8,27.4,94.5
GIUP-33.jpg,GIUP-33.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EA9E6E,23.2,53.0,91.8
GIUP-34.jpg,GIUP-34.jpg,SOLID GEL POLISH / Coral Orange,Red,#F5BAB3,6.4,26.9,96.1
GIUP-34B.jpg,GIUP-34B.jpg,SOLID GEL POLISH / Coral Orange,Red,#F29B8A,9.8,43.0,94.9
GIUP-35.jpg,GIUP-35.jpg,SOLID GEL POLISH / Coral Orange,Red,#EF8F84,6.2,44.8,93.7
GIUP-36.jpg,GIUP-36.jpg,SOLID GEL POLISH / Coral Orange,Red,#E8817C,2.8,46.6,91.0
GIUP-37.jpg,GIUP-37.jpg,SOLID GEL POLISH / Coral Orange,Orange,#EA8D73,13.1,50.9,91.8
GIUP-38.jpg,GIUP-38.jpg,SOLID GEL POLISH / Coral Orange,Red,#C28A82,7.5,33.0,76.1
GIUP-39.jpg,GIUP-39.jpg,SOLID GEL POLISH / Coral Orange,Orange,#D37952,18.1,61.1,82.7
GIUP-41.jpg,GIUP-41.jpg,SOLID GEL POLISH / Coral Orange,Orange,#F3AF73,28.1,52.7,95.3
GIUP-1812.jpg,GIUP-1812.jpg,SOLID GEL POLISH / Green,Blue,#395B62,190.2,41.8,38.4
GIUP-19.jpg,GIUP-19.jpg,SOLID GEL POLISH / Green,Green,#2F3C32,133.8,21.7,23.5
GIUP-1913.jpg,GIUP-1913.jpg,SOLID GEL POLISH / Green,Green,#CDDED7,155.3,7.7,87.1
GIUP-1914.jpg,GIUP-1914.jpg,SOLID GEL POLISH / Green,Green,#B3DF99,97.7,31.4,87.5
GIUP-1915.jpg,GIUP-1915.jpg,SOLID GEL POLISH / Green,Blue,#80A5A5,180.0,22.4,64.7
GIUP-1920.jpg,GIUP-1920.jpg,SOLID GEL POLISH / Green,Green,#B5CDB5,120.0,11.7,80.4
GIUP-1922.jpg,GIUP-1922.jpg,SOLID GEL POLISH / Green,Yellow,#CDCCB8,57.1,10.2,80.4
GIUP-1927.jpg,GIUP-1927.jpg,SOLID GEL POLISH / Green,Yellow,#A09056,47.0,46.2,62.7
GIUP-1928.jpg,GIUP-1928.jpg,SOLID GEL POLISH / Green,Yellow,#888353,54.3,39.0,53.3
GIUP-1929.jpg,GIUP-1929.jpg,SOLID GEL POLISH / Green,Green,#294634,142.8,41.4,27.5
GIUP-1934.jpg,GIUP-1934.jpg,SOLID GEL POLISH / Green,Blue,#224A54,192.0,59.5,32.9
GIUP-2024.jpg,GIUP-2024.jpg,SOLID GEL POLISH / Green,Yellow,#D5D1AA,54.4,20.2,83.5
GIUP-2025.jpg,GIUP-2025.jpg,SOLID GEL POLISH / Green,Yellow,#D0CE8E,58.2,31.7,81.6
GIUP-2026.jpg,GIUP-2026.jpg,SOLID GEL POLISH / Green,Green,#CEE0BF,92.7,14.7,87.8
GIUP-2027.jpg,GIUP-2027.jpg,SOLID GEL POLISH / Green,White_Clear,#D3E6E0,161.1,8.3,90.2
GIUP-2028.jpg,GIUP-2028.jpg,SOLID GEL POLISH / Green,White_Clear,#D6E2DE,160.0,5.3,88.6
GIUP-2029.jpg,GIUP-2029.jpg,SOLID GEL POLISH / Green,Green,#BED3CC,160.0,10.0,82.7
GIUP-2047.jpg,GIUP-2047.jpg,SOLID GEL POLISH / Green,Green,#8C947F,82.9,14.2,58.0
GIUP-2058.jpg,GIUP-2058.jpg,SOLID GEL POLISH / Green,Green,#9FA894,87.0,11.9,65.9
GIUP-2120.jpg,GIUP-2120.jpg,SOLID GEL POLISH / Green,Yellow,#ACAC90,60.0,16.3,67.5
GIUP-2121.jpg,GIUP-2121.jpg,SOLID GEL POLISH / Green,Green,#89A884,111.7,21.4,65.9
GIUP-2122.jpg,GIUP-2122.jpg,SOLID GEL POLISH / Green,Green,#919E86,92.5,15.2,62.0
GIUP-2123.jpg,GIUP-2123.jpg,SOLID GEL POLISH / Green,Blue,#415D57,167.1,30.1,36.5
GIUP-2124.jpg,GIUP-2124.jpg,SOLID GEL POLISH / Green,Green,#AFB796,74.5,18.0,71.8
GIUP-2125.jpg,GIUP-2125.jpg,SOLID GEL POLISH / Green,Green,#819286,137.6,11.6,57.3
GIUP-2200.jpg,GIUP-2200.jpg,SOLID GEL POLISH / Green,Green,#3ACE68,138.6,71.8,80.8
GIUP-2202.jpg,GIUP-2202.jpg,SOLID GEL POLISH / Green,Green,#AAD69C,105.5,27.1,83.9
GIUP-2212.jpg,GIUP-2212.jpg,SOLID GEL POLISH / Green,Brown_Nude,#B2AA95,43.4,16.3,69.8
GIUP-2213.jpg,GIUP-2213.jpg,SOLID GEL POLISH / Green,Yellow,#867F58,50.9,34.3,52.5
GIUP-2214.jpg,GIUP-2214.jpg,SOLID GEL POLISH / Green,Yellow,#5C5843,50.4,27.2,36.1
GIUP-2215.jpg,GIUP-2215.jpg,SOLID GEL POLISH / Green,Green,#4F5D56,150.0,15.1,36.5
GIUP-2216.jpg,GIUP-2216.jpg,SOLID GEL POLISH / Green,Brown_Nude,#736C60,37.9,16.5,45.1
GIUP-2217.jpg,GIUP-2217.jpg,SOLID GEL POLISH / Green,Brown_Nude,#928B7F,37.9,13.0,57.3
GIUP-2218.jpg,GIUP-2218.jpg,SOLID GEL POLISH / Green,Brown_Nude,#78746C,40.0,10.0,47.1
GIUP-2219.jpg,GIUP-2219.jpg,SOLID GEL POLISH / Green,Green,#55574F,75.0,9.2,34.1
GIUP-2230.jpg,GIUP-2230.jpg,SOLID GEL POLISH / Green,Blue,#576F70,182.4,22.3,43.9
GIUP-2231.jpg,GIUP-2231.jpg,SOLID GEL POLISH / Green,Blue,#3D6D70,183.5,45.5,43.9
GIUP-2302.jpg,GIUP-2302.jpg,SOLID GEL POLISH / Green,Yellow,#CACF7C,63.6,40.1,81.2
GIUP-2308.jpg,GIUP-2308.jpg,SOLID GEL POLISH / Green,Blue,#A2D4C8,165.6,23.6,83.1
GIUP-2324.jpg,GIUP-2324.jpg,SOLID GEL POLISH / Green,Blue,#595B5F,220.0,6.3,37.3
GIUP-2419.jpg,GIUP-2419.jpg,SOLID GEL POLISH / Green,Green,#AEE99D,106.6,32.6,91.4
GIUP-2424.jpg,GIUP-2424.jpg,SOLID GEL POLISH / Green,Green,#98E299,120.8,32.7,88.6
GIUP-2427.jpg,GIUP-2427.jpg,SOLID GEL POLISH / Green,Green,#266E42,143.3,65.5,43.1
GIUP-2440.jpg,GIUP-2440.jpg,SOLID GEL POLISH / Green,Blue,#3C5652,170.8,30.2,33.7
GIUP-2450.jpg,GIUP-2450.jpg,SOLID GEL POLISH / Green,Green,#3B453D,132.0,14.5,27.1
GIUP-2515.webp,GIUP-2515.webp,SOLID GEL POLISH / Green,Brown_Nude,#777169,34.3,11.8,46.7
GIUP-80.jpg,GIUP-80.jpg,SOLID GEL POLISH / Green,Blue,#8ECAC2,172.0,29.7,79.2
GIUP-81.jpg,GIUP-81.jpg,SOLID GEL POLISH / Green,Green,#84C087,123.0,31.2,75.3
GIUP-82.jpg,GIUP-82.jpg,SOLID GEL POLISH / Green,Green,#80A681,121.6,22.9,65.1
GIUP-83.jpg,GIUP-83.jpg,SOLID GEL POLISH / Green,Blue,#58A391,165.6,46.0,63.9
GIUP-84.jpg,GIUP-84.jpg,SOLID GEL POLISH / Green,Blue,#3A7771,174.1,51.3,46.7
GIUP-85.jpg,GIUP-85.jpg,SOLID GEL POLISH / Green,Green,#29715A,160.8,63.7,44.3
GIUP-86.jpg,GIUP-86.jpg,SOLID GEL POLISH / Green,Blue,#264B45,170.3,49.3,29.4
GIUP-87.jpg,GIUP-87.jpg,SOLID GEL POLISH / Green,Green,#667461,104.2,16.4,45.5
GIUP-88.jpg,GIUP-88.jpg,SOLID GEL POLISH / Green,Green,#838D79,90.0,14.2,55.3
GIUP-89.jpg,GIUP-89.jpg,SOLID GEL POLISH / Green,Green,#6F7450,68.3,31.0,45.5
GIUP-90.jpg,GIUP-90.jpg,SOLID GEL POLISH / Green,Green,#718059,83.1,30.5,50.2
GIUP-91.jpg,GIUP-91.jpg,SOLID GEL POLISH / Green,Blue,#45868F,187.3,51.7,56.1
GIUP-92.jpg,GIUP-92.jpg,SOLID GEL POLISH / Green,Blue,#61B5AF,175.7,46.4,71.0
GIUP-93.jpg,GIUP-93.jpg,SOLID GEL POLISH / Green,Green,#4D6C60,156.8,28.7,42.4
GIUP-94.jpg,GIUP-94.jpg,SOLID GEL POLISH / Green,Green,#94A086,87.7,16.2,62.7
GIUP-95.jpg,GIUP-95.jpg,SOLID GEL POLISH / Green,Green,#A3D2B5,143.0,22.4,82.4
GIUP-96.jpg,GIUP-96.jpg,SOLID GEL POLISH / Green,Green,#68816B,127.2,19.4,50.6
GIUP-97.jpg,GIUP-97.jpg,SOLID GEL POLISH / Green,Green,#C9E0C6,113.1,11.6,87.8
GIUP-AD02.jpg,GIUP-AD02.jpg,SOLID GEL POLISH / Green,Green,#394731,98.2,31.0,27.8
GIUP-11.jpg,GIUP-11.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#B8B8B8,0.0,0.0,72.2
GIUP-12.jpg,GIUP-12.jpg,SOLID GEL POLISH / Grey,Grey_Neutral,#7D8183,200.0,4.6,51.4
GIUP-13.jpg,GIUP-13.jpg,SOLID GEL POLISH / Grey,Blue,#8B8B97,240.0,7.9,59.2
GIUP-14.jpg,GIUP-14.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#8E837D,21.2,12.0,55.7
GIUP-1811.jpg,GIUP-1811.jpg,SOLID GEL POLISH / Grey,Grey_Neutral,#777E7E,180.0,5.6,49.4
GIUP-1814.jpg,GIUP-1814.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#746B65,24.0,12.9,45.5
GIUP-1921.jpg,GIUP-1921.jpg,SOLID GEL POLISH / Grey,White_Clear,#D0D1D4,225.0,1.9,83.1
GIUP-1924.jpg,GIUP-1924.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#B2ABA5,27.7,7.3,69.8
GIUP-2046.jpg,GIUP-2046.jpg,SOLID GEL POLISH / Grey,Grey_Neutral,#948E95,291.4,4.7,58.4
GIUP-2052.jpg,GIUP-2052.jpg,SOLID GEL POLISH / Grey,Blue,#3F424A,223.6,14.9,29.0
GIUP-2062.jpg,GIUP-2062.jpg,SOLID GEL POLISH / Grey,Grey_Neutral,#5D615F,150.0,4.1,38.0
GIUP-2126.jpg,GIUP-2126.jpg,SOLID GEL POLISH / Grey,Blue,#61656F,222.9,12.6,43.5
GIUP-2127.jpg,GIUP-2127.jpg,SOLID GEL POLISH / Grey,Blue,#384B56,202.0,34.9,33.7
GIUP-2141.jpg,GIUP-2141.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#5F5C54,43.6,11.6,37.3
GIUP-2142.jpg,GIUP-2142.jpg,SOLID GEL POLISH / Grey,Yellow,#4E4C45,46.7,11.5,30.6
GIUP-2144.jpg,GIUP-2144.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#605C57,33.3,9.4,37.6
GIUP-2225.jpg,GIUP-2225.jpg,SOLID GEL POLISH / Grey,Blue,#AEAEBA,240.0,6.5,72.9
GIUP-2332.jpg,GIUP-2332.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#8C8C8C,0.0,0.0,54.9
GIUP-2436.jpg,GIUP-2436.jpg,SOLID GEL POLISH / Grey,Brown_Nude,#4A4745,24.0,6.8,29.0
GIUP-2445.jpg,GIUP-2445.jpg,SOLID GEL POLISH / Grey,Grey_Neutral,#4B4B4C,240.0,1.3,29.8
GIUP-2513.webp,GIUP-2513.webp,SOLID GEL POLISH / Grey,Brown_Nude,#8F7780,337.5,16.8,56.1
GIUP-2525.webp,GIUP-2525.webp,SOLID GEL POLISH / Grey,Grey_Neutral,#444748,195.0,5.6,28.2
GIUP-21A.jpg,GIUP-21A.jpg,SOLID GEL POLISH / Neon,Red,#EB5F6F,353.1,59.6,92.2
GIUP-23.jpg,GIUP-23.jpg,SOLID GEL POLISH / Neon,Red,#F89E94,6.0,40.3,97.3
GIUP-24.jpg,GIUP-24.jpg,SOLID GEL POLISH / Neon,Pink,#ED8AA4,344.2,41.8,92.9
GIUP-26.jpg,GIUP-26.jpg,SOLID GEL POLISH / Neon,Green,#93F877,107.0,52.0,97.3
GIUP-27.jpg,GIUP-27.jpg,SOLID GEL POLISH / Neon,Red,#F2827E,2.1,47.9,94.9
GIUP-27A.jpg,GIUP-27A.jpg,SOLID GEL POLISH / Neon,Red,#F68079,3.4,50.8,96.5
GIUP-28.jpg,GIUP-28.jpg,SOLID GEL POLISH / Neon,Red,#F7765D,9.7,62.3,96.9
GIUP-28A.jpg,GIUP-28A.jpg,SOLID GEL POLISH / Neon,Red,#F8696C,358.7,57.7,97.3
GIUP-29.jpg,GIUP-29.jpg,SOLID GEL POLISH / Neon,Pink,#F57598,343.6,52.2,96.1
GIUP-29A.jpg,GIUP-29A.jpg,SOLID GEL POLISH / Neon,Pink,#F981A3,343.0,48.2,97.6
GIUP-40.jpg,GIUP-40.jpg,SOLID GEL POLISH / Neon,Orange,#F6804D,18.1,68.7,96.5
GIUP-100.jpg,GIUP-100.jpg,SOLID GEL POLISH / Pink,Pink,#EDC9D6,338.3,15.2,92.9
GIUP-100A.jpg,GIUP-100A.jpg,SOLID GEL POLISH / Pink,Red,#F897AB,347.6,39.1,97.3
GIUP-101.jpg,GIUP-101.jpg,SOLID GEL POLISH / Pink,Red,#E39A8D,9.1,37.9,89.0
GIUP-102.jpg,GIUP-102.jpg,SOLID GEL POLISH / Pink,Red,#EABDBD,0.0,19.2,91.8
GIUP-103.jpg,GIUP-103.jpg,SOLID GEL POLISH / Pink,Red,#DF99A4,350.6,31.4,87.5
GIUP-104.jpg,GIUP-104.jpg,SOLID GEL POLISH / Pink,Red,#F48C9C,350.8,42.6,95.7
GIUP-105.jpg,GIUP-105.jpg,SOLID GEL POLISH / Pink,Pink,#D26DA6,326.1,48.1,82.4
GIUP-106.jpg,GIUP-106.jpg,SOLID GEL POLISH / Pink,Red,#F19FAC,350.5,34.0,94.5
GIUP-107.jpg,GIUP-107.jpg,SOLID GEL POLISH / Pink,Red,#BC737F,350.1,38.8,73.7
GIUP-108.jpg,GIUP-108.jpg,SOLID GEL POLISH / Pink,Pink,#CB8198,341.4,36.5,79.6
GIUP-109.jpg,GIUP-109.jpg,SOLID GEL POLISH / Pink,Pink,#C96D85,344.3,45.8,78.8
GIUP-110.jpg,GIUP-110.jpg,SOLID GEL POLISH / Pink,Red,#E08988,0.7,39.3,87.8
GIUP-111.jpg,GIUP-111.jpg,SOLID GEL POLISH / Pink,Pink,#E3C0CE,336.0,15.4,89.0
GIUP-112.jpg,GIUP-112.jpg,SOLID GEL POLISH / Pink,White_Clear,#E6D8DB,347.1,6.1,90.2
GIUP-113.jpg,GIUP-113.jpg,SOLID GEL POLISH / Pink,Pink,#FA90AF,342.5,42.4,98.0
GIUP-114.jpg,GIUP-114.jpg,SOLID GEL POLISH / Pink,Pink,#E3829E,342.7,42.7,89.0
GIUP-115.jpg,GIUP-115.jpg,SOLID GEL POLISH / Pink,Red,#A37278,352.7,30.1,63.9
GIUP-116.jpg,GIUP-116.jpg,SOLID GEL POLISH / Pink,Pink,#9D3F5B,342.1,59.9,61.6
GIUP-117.jpg,GIUP-117.jpg,SOLID GEL POLISH / Pink,Red,#A03F4F,350.1,60.6,62.7
GIUP-118.jpg,GIUP-118.jpg,SOLID GEL POLISH / Pink,Pink,#863E56,340.0,53.7,52.5
GIUP-119.jpg,GIUP-119.jpg,SOLID GEL POLISH / Pink,Brown_Nude,#BE9295,355.9,23.2,74.5
GIUP-1821.jpg,GIUP-1821.jpg,SOLID GEL POLISH / Pink,Red,#A9465B,347.3,58.6,66.3
GIUP-1908.jpg,GIUP-1908.jpg,SOLID GEL POLISH / Pink,Pink,#F44378,342.0,72.5,95.7
GIUP-1909.jpg,GIUP-1909.jpg,SOLID GEL POLISH / Pink,Pink,#E9C6D4,336.0,15.0,91.4
GIUP-1910.jpg,GIUP-1910.jpg,SOLID GEL POLISH / Pink,Pink,#EEA9C3,337.4,29.0,93.3
GIUP-1911.jpg,GIUP-1911.jpg,SOLID GEL POLISH / Pink,Pink,#E8CED8,336.9,11.2,91.0
GIUP-1931.jpg,GIUP-1931.jpg,SOLID GEL POLISH / Pink,Pink,#782B49,336.6,64.2,47.1
GIUP-1940.jpg,GIUP-1940.jpg,SOLID GEL POLISH / Pink,Red,#7C4651,347.8,43.5,48.6
GIUP-1941.jpg,GIUP-1941.jpg,SOLID GEL POLISH / Pink,Red,#604144,354.2,32.3,37.6
GIUP-1945.jpg,GIUP-1945.jpg,SOLID GEL POLISH / Pink,Pink,#7B3B51,339.4,52.0,48.2
GIUP-1946.jpg,GIUP-1946.jpg,SOLID GEL POLISH / Pink,Pink,#892F53,336.0,65.7,53.7
GIUP-2043.jpg,GIUP-2043.jpg,SOLID GEL POLISH / Pink,Red,#D4C5C5,0.0,7.1,83.1
GIUP-2057.jpg,GIUP-2057.jpg,SOLID GEL POLISH / Pink,Red,#A3515A,353.4,50.3,63.9
GIUP-2206.jpg,GIUP-2206.jpg,SOLID GEL POLISH / Pink,Pink,#D54670,342.4,67.1,83.5
GIUP-2207.jpg,GIUP-2207.jpg,SOLID GEL POLISH / Pink,Pink,#F3729F,339.1,53.1,95.3
GIUP-2208.jpg,GIUP-2208.jpg,SOLID GEL POLISH / Pink,Red,#EB697C,351.2,55.3,92.2
GIUP-2209.jpg,GIUP-2209.jpg,SOLID GEL POLISH / Pink,Pink,#F8A3C2,338.1,34.3,97.3
GIUP-2420.jpg,GIUP-2420.jpg,SOLID GEL POLISH / Pink,Pink,#F870CD,319.0,54.8,97.3
GIUP-2421.jpg,GIUP-2421.jpg,SOLID GEL POLISH / Pink,Pink,#F25082,341.5,66.9,94.9
GIUP-2428.jpg,GIUP-2428.jpg,SOLID GEL POLISH / Pink,Pink,#C52979,329.2,79.2,77.3
GIUP-2509.webp,GIUP-2509.webp,SOLID GEL POLISH / Pink,Pink,#DA29A6,317.6,81.2,85.5
GIUP-2510.webp,GIUP-2510.webp,SOLID GEL POLISH / Pink,Pink,#E27190,343.5,50.0,88.6
GIUP-2512.webp,GIUP-2512.webp,SOLID GEL POLISH / Pink,Red,#B37578,357.1,34.6,70.2
GIUP-2516.webp,GIUP-2516.webp,SOLID GEL POLISH / Pink,Pink,#94416A,330.4,56.1,58.0
GIUP-2519.webp,GIUP-2519.webp,SOLID GEL POLISH / Pink,Pink,#892841,344.5,70.8,53.7
GIUP-120.jpg,GIUP-120.jpg,SOLID GEL POLISH / Purple,White_Clear,#D9D1DD,280.0,5.4,86.7
GIUP-121.jpg,GIUP-121.jpg,SOLID GEL POLISH / Purple,Purple,#948792,309.2,8.8,58.0
GIUP-122.jpg,GIUP-122.jpg,SOLID GEL POLISH / Purple,Purple,#A389B5,275.5,24.3,71.0
GIUP-123.jpg,GIUP-123.jpg,SOLID GEL POLISH / Purple,Purple,#8C6AA4,275.2,35.4,64.3
GIUP-124.jpg,GIUP-124.jpg,SOLID GEL POLISH / Purple,Blue,#4F4277,254.7,44.5,46.7
GIUP-125.jpg,GIUP-125.jpg,SOLID GEL POLISH / Purple,Purple,#59476A,270.9,33.0,41.6
GIUP-126.jpg,GIUP-126.jpg,SOLID GEL POLISH / Purple,Blue,#383155,251.7,42.4,33.3
GIUP-127.jpg,GIUP-127.jpg,SOLID GEL POLISH / Purple,Purple,#725E7D,278.7,24.8,49.0
GIUP-128.jpg,GIUP-128.jpg,SOLID GEL POLISH / Purple,Purple,#3E274C,277.3,48.7,29.8
GIUP-129.jpg,GIUP-129.jpg,SOLID GEL POLISH / Purple,Purple,#6A4A80,275.6,42.2,50.2
GIUP-130.jpg,GIUP-130.jpg,SOLID GEL POLISH / Purple,Pink,#3F2830,339.1,36.5,24.7
GIUP-132.jpg,GIUP-132.jpg,SOLID GEL POLISH / Purple,Purple,#6A3E64,308.2,41.5,41.6
GIUP-133.jpg,GIUP-133.jpg,SOLID GEL POLISH / Purple,Purple,#AB98BD,270.8,19.6,74.1
GIUP-134.jpg,GIUP-134.jpg,SOLID GEL POLISH / Purple,Purple,#62546E,272.3,23.6,43.1
GIUP-135.jpg,GIUP-135.jpg,SOLID GEL POLISH / Purple,Pink,#A37A8F,329.3,25.2,63.9
