filename,dest_filename,source_folder,colour_family,hex,hue_degrees,saturation_pct,brightness_pct
GIUP-136.jpg,GIUP-136.jpg,SOLID GEL POLISH / Purple,Pink,#C8B5C2,318.9,9.5,78.4
GIUP-137.jpg,GIUP-137.jpg,SOLID GEL POLISH / Purple,Pink,#D6BACA,325.7,13.1,83.9
GIUP-18.jpg,GIUP-18.jpg,SOLID GEL POLISH / Purple,Blue,#39344A,253.6,29.7,29.0
GIUP-1803.jpg,GIUP-1803.jpg,SOLID GEL POLISH / Purple,Pink,#B78CA8,320.9,23.5,71.8
GIUP-1804.jpg,GIUP-1804.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#B79FA3,350.0,13.1,71.8
GIUP-1805.jpg,GIUP-1805.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#B19E9A,10.4,13.0,69.4
GIUP-1806.jpg,GIUP-1806.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#9F8D8A,8.6,13.2,62.4
GIUP-1807.jpg,GIUP-1807.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#9B8584,2.6,14.8,60.8
GIUP-1808.jpg,GIUP-1808.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#7C636E,333.6,20.2,48.6
GIUP-1809.jpg,GIUP-1809.jpg,SOLID GEL POLISH / Purple,Purple,#62388D,269.6,60.3,55.3
GIUP-1820.jpg,GIUP-1820.jpg,SOLID GEL POLISH / Purple,Purple,#402856,271.3,53.5,33.7
GIUP-1912.jpg,GIUP-1912.jpg,SOLID GEL POLISH / Purple,Red,#CEB6BB,347.5,11.7,80.8
GIUP-1916.jpg,GIUP-1916.jpg,SOLID GEL POLISH / Purple,Blue,#829EBD,211.5,31.2,74.1
GIUP-2044.jpg,GIUP-2044.jpg,SOLID GEL POLISH / Purple,White_Clear,#CBC3CC,293.3,4.4,80.0
GIUP-2045.jpg,GIUP-2045.jpg,SOLID GEL POLISH / Purple,Purple,#AA9CAC,292.5,9.3,67.5
GIUP-2048.jpg,GIUP-2048.jpg,SOLID GEL POLISH / Purple,Brown_Nude,#9E8285,353.6,17.7,62.0
GIUP-2131.jpg,GIUP-2131.jpg,SOLID GEL POLISH / Purple,Blue,#838095,248.6,14.1,58.4
GIUP-2132.jpg,GIUP-2132.jpg,SOLID GEL POLISH / Purple,Purple,#61596A,268.2,16.0,41.6
GIUP-2134.jpg,GIUP-2134.jpg,SOLID GEL POLISH / Purple,Pink,#523E49,327.0,24.4,32.2
GIUP-2210.jpg,GIUP-2210.jpg,SOLID GEL POLISH / Purple,Purple,#9861A5,288.5,41.2,64.7
GIUP-2211.jpg,GIUP-2211.jpg,SOLID GEL POLISH / Purple,Purple,#A5289C,304.3,75.8,64.7
GIUP-2226.jpg,GIUP-2226.jpg,SOLID GEL POLISH / Purple,Purple,#997994,309.4,20.9,60.0
GIUP-2228.jpg,GIUP-2228.jpg,SOLID GEL POLISH / Purple,Pink,#573941,344.0,34.5,34.1
GIUP-2305.jpg,GIUP-2305.jpg,SOLID GEL POLISH / Purple,Purple,#C58FD8,284.4,33.8,84.7
GIUP-2306.jpg,GIUP-2306.jpg,SOLID GEL POLISH / Purple,Blue,#8FA2CF,222.2,30.9,81.2
GIUP-2319.jpg,GIUP-2319.jpg,SOLID GEL POLISH / Purple,Blue,#7065A4,250.5,38.4,64.3
GIUP-2320.jpg,GIUP-2320.jpg,SOLID GEL POLISH / Purple,Purple,#7B2A90,287.6,70.8,56.5
GIUP-2321.jpg,GIUP-2321.jpg,SOLID GEL POLISH / Purple,Purple,#543D5B,286.0,33.0,35.7
GIUP-2322.jpg,GIUP-2322.jpg,SOLID GEL POLISH / Purple,Purple,#68486B,294.9,32.7,42.0
GIUP-2406.jpg,GIUP-2406.jpg,SOLID GEL POLISH / Purple,Pink,#C8A4B7,328.3,18.0,78.4
GIUP-2426.jpg,GIUP-2426.jpg,SOLID GEL POLISH / Purple,Purple,#8E36A1,289.3,66.5,63.1
GIUP-2444.jpg,GIUP-2444.jpg,SOLID GEL POLISH / Purple,Pink,#4A3441,324.5,29.7,29.0
GIUP-2446.jpg,GIUP-2446.jpg,SOLID GEL POLISH / Purple,Pink,#42343D,321.4,21.2,25.9
GIUP-2453.jpg,GIUP-2453.jpg,SOLID GEL POLISH / Purple,Pink,#4C343B,342.5,31.6,29.8
GIUP-2526.webp,GIUP-2526.webp,SOLID GEL POLISH / Purple,Purple,#6D4682,279.0,46.2,51.0
GIUP131.jpg,GIUP131.jpg,SOLID GEL POLISH / Purple,Purple,#C896CA,297.7,25.7,79.2
GIUP-16.jpg,GIUP-16.jpg,SOLID GEL POLISH / Red,Red,#604344,357.9,30.2,37.6
GIUP-1801.jpg,GIUP-1801.jpg,SOLID GEL POLISH / Red,Red,#883436,358.6,61.8,53.3
GIUP-1802.jpg,GIUP-1802.jpg,SOLID GEL POLISH / Red,Red,#5E2A36,346.2,55.3,36.9
GIUP-1930.jpg,GIUP-1930.jpg,SOLID GEL POLISH / Red,Pink,#68273C,340.6,62.5,40.8
GIUP-1932.jpg,GIUP-1932.jpg,SOLID GEL POLISH / Red,Pink,#512531,343.6,54.3,31.8
GIUP-1943.jpg,GIUP-1943.jpg,SOLID GEL POLISH / Red,Red,#BB3A3E,358.1,69.0,73.3
GIUP-2050.jpg,GIUP-2050.jpg,SOLID GEL POLISH / Red,Red,#462928,2.0,42.9,27.5
GIUP-2051.jpg,GIUP-2051.jpg,SOLID GEL POLISH / Red,Pink,#452735,332.0,43.5,27.1
GIUP-2060.jpg,GIUP-2060.jpg,SOLID GEL POLISH / Red,Brown_Nude,#54464B,338.6,16.7,32.9
GIUP-2061.jpg,GIUP-2061.jpg,SOLID GEL POLISH / Red,Blue,#383D40,202.5,12.5,25.1
GIUP-2135.jpg,GIUP-2135.jpg,SOLID GEL POLISH / Red,Red,#7C4744,3.2,45.2,48.6
GIUP-2146.jpg,GIUP-2146.jpg,SOLID GEL POLISH / Red,Red,#943D40,357.9,58.8,58.0
GIUP-2205.jpg,GIUP-2205.jpg,SOLID GEL POLISH / Red,Red,#E8393B,359.3,75.4,91.0
GIUP-2227.jpg,GIUP-2227.jpg,SOLID GEL POLISH / Red,Red,#61312D,4.6,53.6,38.0
GIUP-2304.jpg,GIUP-2304.jpg,SOLID GEL POLISH / Red,Red,#F05554,0.4,65.0,94.1
GIUP-2316.jpg,GIUP-2316.jpg,SOLID GEL POLISH / Red,Red,#B22833,355.2,77.5,69.8
GIUP-2323.jpg,GIUP-2323.jpg,SOLID GEL POLISH / Red,Pink,#70293C,343.9,63.4,43.9
GIUP-2425.jpg,GIUP-2425.jpg,SOLID GEL POLISH / Red,Red,#EE4F5E,354.3,66.8,93.3
GIUP-2437.jpg,GIUP-2437.jpg,SOLID GEL POLISH / Red,Red,#5F2E32,355.1,51.6,37.3
GIUP-2455.jpg,GIUP-2455.jpg,SOLID GEL POLISH / Red,Red,#662828,0.0,60.8,40.0
GIUP-2457.jpg,GIUP-2457.jpg,SOLID GEL POLISH / Red,Red,#853239,354.9,62.4,52.2
GIUP-2458.jpg,GIUP-2458.jpg,SOLID GEL POLISH / Red,Red,#86313B,352.9,63.4,52.5
GIUP-2459.jpg,GIUP-2459.jpg,SOLID GEL POLISH / Red,Red,#70262E,353.5,66.1,43.9
GIUP-2460.jpg,GIUP-2460.jpg,SOLID GEL POLISH / Red,Red,#812A2C,358.6,67.4,50.6
GIUP-2461.jpg,GIUP-2461.jpg,SOLID GEL POLISH / Red,Red,#622629,357.0,61.2,38.4
GIUP-2518.webp,GIUP-2518.webp,SOLID GEL POLISH / Red,Red,#703434,0.0,53.6,43.9
GIUP-2523.webp,GIUP-2523.webp,SOLID GEL POLISH / Red,Red,#5B3631,7.1,46.2,35.7
GIUP-2528.webp,GIUP-2528.webp,SOLID GEL POLISH / Red,Red,#922933,354.3,71.9,57.3
GIUP-50.jpg,GIUP-50.jpg,SOLID GEL POLISH / Red,Red,#BE384A,351.9,70.5,74.5
GIUP-51.jpg,GIUP-51.jpg,SOLID GEL POLISH / Red,Red,#BC4056,349.4,66.0,73.7
GIUP-51A.jpg,GIUP-51A.jpg,SOLID GEL POLISH / Red,Red,#BC3C55,348.3,68.1,73.7
GIUP-52.jpg,GIUP-52.jpg,SOLID GEL POLISH / Red,Red,#A6353E,355.2,68.1,65.1
GIUP-53.jpg,GIUP-53.jpg,SOLID GEL POLISH / Red,Red,#983743,352.6,63.8,59.6
GIUP-54.jpg,GIUP-54.jpg,SOLID GEL POLISH / Red,Red,#973840,354.9,62.9,59.2
GIUP-55.jpg,GIUP-55.jpg,SOLID GEL POLISH / Red,Red,#8B333B,354.5,63.3,54.5
GIUP-56.jpg,GIUP-56.jpg,SOLID GEL POLISH / Red,Red,#AF3947,352.9,67.4,68.6
GIUP-57.jpg,GIUP-57.jpg,SOLID GEL POLISH / Red,Red,#DD5546,6.0,68.3,86.7
GIUP-58.jpg,GIUP-58.jpg,SOLID GEL POLISH / Red,Red,#B4474E,356.1,60.6,70.6
GIUP-59.jpg,GIUP-59.jpg,SOLID GEL POLISH / Red,Red,#D43E46,356.8,70.8,83.1
GIUP-60.jpg,GIUP-60.jpg,SOLID GEL POLISH / Red,Red,#673943,347.0,44.7,40.4
GIUP-61.jpg,GIUP-61.jpg,SOLID GEL POLISH / Red,Red,#5A333C,346.2,43.3,35.3
GIUP-62.jpg,GIUP-62.jpg,SOLID GEL POLISH / Red,Red,#512F35,349.4,42.0,31.8
GIUP-63.jpg,GIUP-63.jpg,SOLID GEL POLISH / Red,Pink,#682D3F,341.7,56.7,40.8
GIUP-64.jpg,GIUP-64.jpg,SOLID GEL POLISH / Red,Red,#8E4A4E,356.5,47.9,55.7
GIUP-AD01.jpg,GIUP-AD01.jpg,SOLID GEL POLISH / Red,Red,#6B303A,349.8,55.1,42.0
GIUP-B2BRed0001.jpg,GIUP-B2BRed0001.jpg,SOLID GEL POLISH / Red,Red,#9C3234,358.9,67.9,61.2
GIUP-01-FFF.jpg,GIUP-01-FFF.jpg,SOLID GEL POLISH / White,White_Clear,#D7D7D7,0.0,0.0,84.3
GIUP-01.jpg,GIUP-01.jpg,SOLID GEL POLISH / White,White_Clear,#DADADA,0.0,0.0,85.5
GIUP-1900.jpg,GIUP-1900.jpg,SOLID GEL POLISH / Yellow,Yellow,#E9D3A9,39.4,27.5,91.4
GIUP-20.jpg,GIUP-20.jpg,SOLID GEL POLISH / Yellow,Yellow,#EBE0B9,46.8,21.3,92.2
GIUP-2022.jpg,GIUP-2022.jpg,SOLID GEL POLISH / Yellow,Yellow,#E9D9A7,45.5,28.3,91.4
GIUP-2023.jpg,GIUP-2023.jpg,SOLID GEL POLISH / Yellow,Yellow,#F4DF92,47.1,40.2,95.7
GIUP-2054.jpg,GIUP-2054.jpg,SOLID GEL POLISH / Yellow,Orange,#E29F45,34.4,69.5,88.6
GIUP-2056.jpg,GIUP-2056.jpg,SOLID GEL POLISH / Yellow,Orange,#C38E50,32.3,59.0,76.5
GIUP-20A.jpg,GIUP-20A.jpg,SOLID GEL POLISH / Yellow,Yellow,#EAEBB9,61.2,21.3,92.2
GIUP-20B.jpg,GIUP-20B.jpg,SOLID GEL POLISH / Yellow,Yellow,#EADEB3,46.9,23.5,91.8
GIUP-20C.jpg,GIUP-20C.jpg,SOLID GEL POLISH / Yellow,Yellow,#F0F4A2,62.9,33.6,95.7
GIUP-21.jpg,GIUP-21.jpg,SOLID GEL POLISH / Yellow,Yellow,#F9D577,43.4,52.2,97.6
GIUP-2143.jpg,GIUP-2143.jpg,SOLID GEL POLISH / Yellow,Yellow,#C8BE4B,55.2,62.5,78.4
GIUP-22.jpg,GIUP-22.jpg,SOLID GEL POLISH / Yellow,Yellow,#F7E97B,53.2,50.2,96.9
GIUP-25.jpg,GIUP-25.jpg,SOLID GEL POLISH / Yellow,Yellow,#F8F877,60.0,52.0,97.3
GIUP-B2BYellow0002.jpg,GIUP-B2BYellow0002.jpg,SOLID GEL POLISH / Yellow,Yellow,#E4D574,52.0,49.1,89.4
GIUP-SS01Kaleidascope.jpg,GIUP-SS01Kaleidascope.jpg,SPIX & SPEX,Glitter_Specialty,#CEB9BE,345.7,10.2,80.8
GIUP-SS02Delphinium.jpg,GIUP-SS02Delphinium.jpg,SPIX & SPEX,Glitter_Specialty,#BAC6DC,218.8,15.5,86.3
GIUP-SS03Giddy Grape.jpg,GIUP-SS03Giddy Grape.jpg,SPIX & SPEX,Glitter_Specialty,#B3D3CE,170.6,15.2,82.7
GIUP-SS04Popping Candy.jpg,GIUP-SS04Popping Candy.jpg,SPIX & SPEX,Glitter_Specialty,#BDBDC7,240.0,5.0,78.0
GIUP-SS05Lemon Sorbet.jpg,GIUP-SS05Lemon Sorbet.jpg,SPIX & SPEX,Glitter_Specialty,#DADEC5,69.6,11.3,87.1
GIUP-SS06Tusk Tusk.jpg,GIUP-SS06Tusk Tusk.jpg,SPIX & SPEX,Glitter_Specialty,#CCC2C6,336.0,4.9,80.0
GIUP-400.jpg,GIUP-400.jpg,THERMO,Other_Specialty,#443D3F,342.9,10.3,26.7
GIUP-401.jpg,GIUP-401.jpg,THERMO,Other_Specialty,#533F45,342.0,24.1,32.5
GIUP-402.jpg,GIUP-402.jpg,THERMO,Other_Specialty,#52554E,85.7,8.2,33.3
GIUP-403.jpg,GIUP-403.jpg,THERMO,Other_Specialty,#42918C,176.2,54.5,56.9
GIUP-404.jpg,GIUP-404.jpg,THERMO,Other_Specialty,#D7B5CD,317.6,15.8,84.3
GIUP-405.jpg,GIUP-405.jpg,THERMO,Other_Specialty,#AFBBC8,211.2,12.5,78.4
GIUP-406.jpg,GIUP-406.jpg,THERMO,Other_Specialty,#E2888E,356.0,39.8,88.6
GIUP-407.jpg,GIUP-407.jpg,THERMO,Other_Specialty,#F68372,7.7,53.7,96.5
GIUP-408.jpg,GIUP-408.jpg,THERMO,Other_Specialty,#C3C9EA,230.8,16.7,91.8
GIUP-409.jpg,GIUP-409.jpg,THERMO,Other_Specialty,#C2EAAA,97.5,27.4,91.8
GIUP-410.jpg,GIUP-410.jpg,THERMO,Other_Specialty,#E6B6D3,323.8,20.9,90.2
GIUP-411.jpg,GIUP-411.jpg,THERMO,Other_Specialty,#656565,0.0,0.0,39.6
TFG01.webp,TFG01.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#FAC3DF,329.5,22.0,98.0
TFG02.webp,TFG02.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#F8D2CF,4.4,16.5,97.3
TFG03.webp,TFG03.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#E4F5D9,96.4,11.4,96.1
TFG04.webp,TFG04.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#DAE8E3,158.6,6.0,91.0
TFG05.webp,TFG05.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#E5DBF2,266.1,9.5,94.9
TFG06.webp,TFG06.webp,TUTTI FRUTTI GLASS,Glitter_Specialty,#D6EAF6,202.5,13.0,96.5
