SL_Code,Target_HEX,Mixed_HEX,Delta_E,S1,S8,S2,S4,S5,S19,S7,S9,S10,S11,S12,S14,S15
SL0295,#B81830,#B6172D,1.22,0,0,0,0,0,0,0,0,9,0,0,0,11
SL0296,#B02030,#BC2233,4.01,1,0,0,0,0,0,0,0,8,0,0,0,11
SL0297,#B02048,#A71C42,2.9,1,0,0,0,0,0,0,0,11,0,0,0,8
SL0298,#A01010,#BC1214,11.01,0,0,0,0,0,0,10,0,1,0,0,0,9
SL0299,#B01828,#BC1928,5.36,0,0,0,0,0,0,0,0,8,0,0,0,12
SL0300,#B80810,#B50E14,3.17,0,0,0,0,0,0,13,0,0,0,0,0,7
SL0301,#C80838,#98062C,17.81,0,0,0,0,0,0,12,0,5,0,0,0,3
SL0302,#A80848,#8E063E,9.85,0,0,0,0,0,0,6,0,10,0,0,0,3
SL0303,#602020,#CD4546,39.16,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0304,#980840,#93083B,2.61,0,0,0,0,0,0,6,0,10,0,0,0,4
SL0305,#882028,#C12E39,20.83,2,0,0,0,0,0,0,0,7,0,0,0,11
SL0306,#982848,#AC3154,6.58,3,0,0,0,0,0,0,0,10,0,0,0,7
SL0307,#A80818,#A70819,0.88,0,0,0,0,0,0,16,0,0,0,0,0,4
SL0308,#882030,#BB2C3E,18.61,2,0,0,0,0,0,0,0,8,0,0,0,10
SL0309,#C80840,#96062F,18.03,0,0,0,0,0,0,11,0,6,0,0,0,3
SL0310,#B01040,#9F0E3A,6.55,0,0,0,0,0,0,2,0,11,0,0,0,7
SL0311,#A01048,#960D44,3.47,0,0,0,0,0,0,0,0,13,0,0,0,6
SL0312,#901828,#B82036,14.03,1,0,0,0,0,0,0,0,9,0,0,0,11
SL0313,#881838,#A71C42,11.72,1,0,0,0,0,0,0,0,11,0,0,0,8
SL0314,#782040,#A62F59,15.68,3,0,0,0,0,0,0,0,11,0,0,0,6
SL0315,#981048,#940C46,1.31,0,0,0,0,0,0,0,0,14,0,0,0,6
SL0316,#B01858,#9A184C,8.11,1,0,0,0,0,0,0,0,13,0,0,0,6
SL0317,#601010,#CA1D1E,43.52,0,0,0,0,0,0,0,0,6,0,0,0,14
SL0318,#581820,#BD3446,36.37,3,0,0,0,0,0,0,0,8,0,0,0,10
SL0319,#602030,#B23C5A,28.67,4,0,0,0,0,0,0,0,9,0,0,0,7
SL0320,#982050,#A02352,2.57,2,0,0,0,0,0,0,0,12,0,0,0,6
SL0321,#701038,#9A184C,15.4,1,0,0,0,0,0,0,0,13,0,0,0,6
SL0322,#581028,#A11A47,27.42,1,0,0,0,0,0,0,0,12,0,0,0,7
SL0323,#782050,#962963,10.82,3,0,0,0,0,0,0,0,14,0,0,0,4
SL0324,#903868,#9D4074,4.81,5,0,0,0,0,0,0,0,12,0,0,0,3
SL0325,#982050,#A02352,2.57,2,0,0,0,0,0,0,0,12,0,0,0,6
SL0326,#A02050,#A02352,1.47,2,0,0,0,0,0,0,0,12,0,0,0,6
SL0327,#781848,#921F5C,10.19,2,0,0,0,0,0,0,0,14,0,0,0,4
SL0328,#682050,#8D296D,15.2,3,0,0,0,0,0,0,0,14,0,0,0,2
SL0329,#701858,#9B217A,17.03,0,0,4,0,0,0,0,7,8,0,0,0,0
SL0330,#581840,#922968,21.68,3,0,0,0,0,0,0,0,14,0,0,0,3
SL0331,#683050,#A34B7A,20.45,6,0,0,0,0,0,0,0,11,0,0,0,3
SL0332,#703050,#A04375,17.28,5,0,0,0,0,0,0,0,11,0,0,0,3
SL0333,#501850,#8A2B8B,27.01,0,0,11,0,0,0,0,3,6,0,0,0,0
SL0334,#401840,#993997,39.32,0,0,14,0,0,0,0,5,1,0,0,0,0
SL0335,#701868,#851C7C,9.63,0,0,6,0,0,0,0,3,10,0,0,0,0
SL0336,#702860,#AC3A92,23.36,0,0,11,0,0,0,0,9,0,0,0,0,0
SL0337,#482028,#BE5366,40.59,6,0,0,0,0,0,0,0,7,0,0,0,7
SL0338,#602040,#9E3669,22.2,4,0,0,0,0,0,0,0,12,0,0,0,4
SL0339,#601828,#B12947,29.74,2,0,0,0,0,0,0,0,9,0,0,0,8
SL0340,#882050,#992157,6.48,2,0,0,0,0,0,0,0,13,0,0,0,5
SL0341,#783058,#9D4074,13.38,5,0,0,0,0,0,0,0,12,0,0,0,3
SL0342,#882040,#A7254D,10.93,2,0,0,0,0,0,0,0,11,0,0,0,7
SL0343,#801830,#AE1E3D,17.68,1,0,0,0,0,0,0,0,10,0,0,0,9
SL0344,#701828,#B42943,24.37,2,0,0,0,0,0,0,0,9,0,0,0,9
SL0345,#602028,#C04050,33.51,4,0,0,0,0,0,0,0,7,0,0,0,9
SL0346,#603850,#A8608C,25.31,8,0,0,0,0,0,0,0,10,0,0,0,2
SL0347,#704050,#B96983,23.97,8,0,0,0,0,0,0,0,7,0,0,0,4
SL0348,#581020,#AE1E3D,32.93,1,0,0,0,0,0,0,0,10,0,0,0,9
SL0349,#502838,#B0597B,32.75,7,0,0,0,0,0,0,0,9,0,0,0,4
SL0350,#381818,#D25A57,54.58,6,0,0,0,0,0,0,0,4,0,0,0,10
SL0351,#481818,#CD4546,48.74,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0352,#401818,#CE4C4D,51.29,5,0,0,0,0,0,0,0,5,0,0,0,11
SL0353,#905860,#C87D89,17.9,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0354,#806068,#CC9CA6,25.22,13,0,0,0,0,0,0,0,4,0,0,0,3
SL0355,#905058,#C9747E,17.74,9,0,0,0,0,0,0,0,5,0,0,0,6
SL0356,#685060,#CEA1C0,35.22,12,0,4,0,0,0,0,4,0,0,0,0,0
SL0357,#503038,#C27283,37.78,9,0,0,0,0,0,0,0,6,0,0,0,5
SL0358,#602830,#C05161,32.42,6,0,0,0,0,0,0,0,7,0,0,0,8
SL0359,#603038,#C16272,32.05,7,0,0,0,0,0,0,0,6,0,0,0,6
SL0360,#702830,#C04050,28.04,4,0,0,0,0,0,0,0,7,0,0,0,9
SL0361,#784858,#BB7088,21.78,9,0,0,0,0,0,0,0,7,0,0,0,4
SL0362,#704050,#B96983,23.97,8,0,0,0,0,0,0,0,7,0,0,0,4
SL0363,#784850,#C77884,25.07,9,0,0,0,0,0,0,0,5,0,0,0,5
SL0364,#603838,#D57C7A,37.81,9,0,0,0,0,0,0,0,3,0,0,0,7
SL0365,#704040,#D07679,30.58,9,0,0,0,0,0,0,0,4,0,0,0,7
SL0366,#804848,#D07679,25.14,9,0,0,0,0,0,0,0,4,0,0,0,7
SL0367,#684048,#C47787,29.68,10,0,0,0,0,0,0,0,6,0,0,0,5
SL0368,#705048,#E7A492,38.31,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0369,#A87888,#C2899D,8.24,12,0,0,0,0,0,0,0,6,0,0,0,3
SL0370,#B08088,#CD929A,8.92,12,0,0,0,0,0,0,0,4,0,0,0,4
SL0371,#B88080,#D49495,8.57,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0372,#B07878,#D49495,11.49,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0373,#A88080,#D8A6A4,15.63,13,0,0,0,0,0,0,0,2,0,0,0,4
SL0374,#A08088,#CBA5B1,14.77,14,0,0,0,0,0,0,0,4,0,0,0,2
SL0375,#B08080,#D49899,11.14,13,0,0,0,0,0,0,0,3,0,0,0,5
SL0376,#B88080,#D49495,8.57,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0377,#A87070,#D58B8A,13.63,11,0,0,0,0,0,0,0,3,0,0,0,6
SL0378,#C09898,#D9A9A7,7.55,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0379,#B88890,#CC9CA6,7.34,13,0,0,0,0,0,0,0,4,0,0,0,3
SL0380,#B89090,#D9A9A7,10.32,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0381,#C098A0,#CD9FA8,3.94,14,0,0,0,0,0,0,0,4,0,0,0,3
SL0382,#B090A0,#C5A3B6,7.31,14,0,0,0,0,0,0,0,5,0,0,0,1
SL0383,#B08890,#CC9CA6,8.73,13,0,0,0,0,0,0,0,4,0,0,0,3
SL0384,#C090A0,#C6909F,2.63,12,0,0,0,0,0,0,0,5,0,0,0,3
SL0385,#C89898,#D8A6A4,5.56,13,0,0,0,0,0,0,0,2,0,0,0,4
SL0386,#C09890,#DFAEA5,9.58,15,0,0,0,0,0,0,0,1,0,0,0,5
SL0387,#C8A8A8,#D8B3B2,4.52,15,0,0,0,0,0,0,0,2,0,0,0,3
SL0388,#B88880,#E0A297,12.32,13,0,0,0,0,0,0,0,1,0,0,0,6
SL0389,#C09088,#DFABA2,10.42,14,0,0,0,0,0,0,0,1,0,0,0,5
SL0390,#B88880,#E0A297,12.32,13,0,0,0,0,0,0,0,1,0,0,0,6
SL0391,#C08888,#D49495,5.82,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0392,#B08888,#D9A9A7,13.21,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0393,#B89090,#D9A9A7,10.32,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0394,#B88080,#D49495,8.57,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0395,#B08880,#DFABA2,14.82,14,0,0,0,0,0,0,0,1,0,0,0,5
SL0396,#C08890,#CD929A,4.16,12,0,0,0,0,0,0,0,4,0,0,0,4
SL0397,#B88888,#D39EA1,8.69,13,0,0,0,0,0,0,0,3,0,0,0,4
SL0398,#C09898,#D9A9A7,7.55,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0399,#B89090,#D9A9A7,10.32,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0400,#B08888,#D9A9A7,13.21,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0401,#C89890,#DFABA2,7.51,14,0,0,0,0,0,0,0,1,0,0,0,5
SL0402,#C89890,#DFABA2,7.51,14,0,0,0,0,0,0,0,1,0,0,0,5
SL0403,#C8A0A0,#D7B0B0,5.52,14,0,0,0,0,0,0,0,2,0,0,0,3
SL0404,#C89888,#E6AD9D,9.18,14,0,0,0,0,0,0,0,0,0,0,0,6
SL0405,#D89888,#E7A492,4.51,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0406,#E09890,#DA9690,2.37,12,0,0,0,0,0,0,0,2,0,0,0,6
SL0407,#D89888,#E7A492,4.51,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0408,#D09888,#E6AA99,7.08,13,0,0,0,0,0,0,0,0,0,0,0,6
SL0409,#D89880,#E7A087,4.71,12,0,0,0,0,0,0,0,0,0,0,1,7
SL0410,#C88878,#E89A86,9.72,12,0,0,0,0,0,0,0,0,0,0,0,8
SL0411,#C88880,#DA9690,5.87,12,0,0,0,0,0,0,0,2,0,0,0,6
SL0412,#C08078,#DC918A,8.26,12,0,0,0,0,0,0,0,2,0,0,0,7
SL0413,#C08878,#E7A492,11.77,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0414,#B07870,#E1988B,15.38,12,0,0,0,0,0,0,0,1,0,0,0,7
SL0415,#C07868,#E9917B,12.58,11,0,0,0,0,0,0,0,0,0,0,0,9
SL0416,#C07870,#DB8D85,8.53,11,0,0,0,0,0,0,0,2,0,0,0,7
SL0417,#F8D8D0,#DEBEB8,9.37,16,0,0,0,0,0,0,0,1,0,0,0,3
SL0418,#E8B8A0,#E6B39D,2.02,14,0,0,0,0,0,0,0,0,0,0,1,5
SL0419,#F0C0A8,#E5BAA5,3.62,14,0,0,0,0,0,0,0,0,0,0,1,4
SL0420,#F0C8A8,#E5BF9E,3.68,14,0,0,0,0,0,0,0,0,0,0,3,3
SL0421,#E8A088,#E7A087,1.07,12,0,0,0,0,0,0,0,0,0,0,1,7
SL0422,#F8B8A0,#E7AA92,5.75,13,0,0,0,0,0,0,0,0,0,0,1,6
SL0423,#E0A8A8,#D39EA1,4.68,13,0,0,0,0,0,0,0,3,0,0,0,4
SL0424,#E0B0A0,#E5B7A8,2.49,15,0,0,0,0,0,0,0,0,0,0,0,5
SL0425,#F0C0B0,#E5B7A8,3.78,15,0,0,0,0,0,0,0,0,0,0,0,5
SL0426,#E8B0A0,#E6AD9D,1.29,14,0,0,0,0,0,0,0,0,0,0,0,6
SL0427,#F0B8A0,#E6B39D,3.55,14,0,0,0,0,0,0,0,0,0,0,1,5
SL0428,#E0B8A0,#E5BBA1,1.91,15,0,0,0,0,0,0,0,0,0,0,2,4
SL0429,#F8A888,#E89C7C,5.12,11,0,0,0,0,0,0,0,0,0,0,2,7
SL0430,#E8A090,#E1988B,3.13,12,0,0,0,0,0,0,0,1,0,0,0,7
SL0431,#E8A890,#E7AA92,1.49,13,0,0,0,0,0,0,0,0,0,0,1,6
SL0432,#F89078,#EA8870,4.5,10,0,0,0,0,0,0,0,0,0,0,0,10
SL0433,#C87880,#CA7982,0.79,10,0,0,0,0,0,0,0,5,0,0,0,6
SL0434,#D08080,#D5817F,2.35,10,0,0,0,0,0,0,0,3,0,0,0,7
SL0435,#C87078,#C9747E,2.22,9,0,0,0,0,0,0,0,5,0,0,0,6
SL0436,#D08880,#DB8D85,3.58,11,0,0,0,0,0,0,0,2,0,0,0,7
SL0437,#D08070,#E38A7A,5.47,11,0,0,0,0,0,0,0,1,0,0,0,9
SL0438,#C07868,#E9917B,12.58,11,0,0,0,0,0,0,0,0,0,0,0,9
SL0439,#C07068,#DC837A,8.66,10,0,0,0,0,0,0,0,2,0,0,0,8
SL0440,#B87070,#D5817F,9.07,10,0,0,0,0,0,0,0,3,0,0,0,7
SL0441,#B87870,#DB8D85,10.73,11,0,0,0,0,0,0,0,2,0,0,0,7
SL0442,#986068,#C87D89,15.15,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0443,#A06068,#C9747E,12.75,9,0,0,0,0,0,0,0,5,0,0,0,6
SL0444,#A05860,#C86E79,12.28,8,0,0,0,0,0,0,0,5,0,0,0,6
SL0445,#984050,#BE5366,12.11,6,0,0,0,0,0,0,0,7,0,0,0,7
SL0446,#803848,#B7516B,18.25,6,0,0,0,0,0,0,0,8,0,0,0,6
SL0447,#904048,#C55561,17.19,6,0,0,0,0,0,0,0,6,0,0,0,8
SL0448,#903848,#B84860,13.5,5,0,0,0,0,0,0,0,8,0,0,0,7
SL0449,#B05068,#B7516B,2.67,6,0,0,0,0,0,0,0,8,0,0,0,6
SL0450,#B03848,#C04050,4.78,4,0,0,0,0,0,0,0,7,0,0,0,9
SL0451,#B03838,#CD4546,9.29,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0452,#882040,#A7254D,10.93,2,0,0,0,0,0,0,0,11,0,0,0,7
SL0453,#981858,#931651,2.97,1,0,0,0,0,0,0,0,14,0,0,0,5
SL0454,#782850,#9E3669,13.19,4,0,0,0,0,0,0,0,12,0,0,0,4
SL0455,#881830,#AE1E3D,14.07,1,0,0,0,0,0,0,0,10,0,0,0,9
SL0456,#801830,#AE1E3D,17.68,1,0,0,0,0,0,0,0,10,0,0,0,9
SL0457,#702030,#B3334F,23.82,3,0,0,0,0,0,0,0,9,0,0,0,8
SL0458,#602020,#CD4546,39.16,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0459,#883048,#B23C5A,14.8,4,0,0,0,0,0,0,0,9,0,0,0,7
SL0460,#904850,#C45F6C,16.68,7,0,0,0,0,0,0,0,6,0,0,0,7
SL0461,#A85860,#CA6A73,10.37,8,0,0,0,0,0,0,0,5,0,0,0,7
SL0462,#A05868,#C16C7E,10.07,8,0,0,0,0,0,0,0,6,0,0,0,5
SL0463,#A04858,#BE5366,10.01,6,0,0,0,0,0,0,0,7,0,0,0,7
SL0464,#905860,#C87D89,17.9,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0465,#A87080,#C38092,8.1,11,0,0,0,0,0,0,0,6,0,0,0,4
SL0466,#A06878,#C17B8E,10.37,10,0,0,0,0,0,0,0,6,0,0,0,4
SL0467,#A87070,#D58B8A,13.63,11,0,0,0,0,0,0,0,3,0,0,0,6
SL0468,#A87078,#CE898F,11.57,11,0,0,0,0,0,0,0,4,0,0,0,5
SL0469,#C08890,#CD929A,4.16,12,0,0,0,0,0,0,0,4,0,0,0,4
SL0470,#986068,#C87D89,15.15,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0471,#A05860,#C86E79,12.28,8,0,0,0,0,0,0,0,5,0,0,0,6
SL0472,#905860,#C87D89,17.9,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0473,#B07078,#C87D89,7.64,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0474,#B07888,#C08599,5.85,11,0,0,0,0,0,0,0,6,0,0,0,3
SL0475,#A87088,#BB7993,5.66,10,0,0,0,0,0,0,0,7,0,0,0,3
SL0476,#B87088,#BB7088,1.71,9,0,0,0,0,0,0,0,7,0,0,0,4
SL0477,#A05070,#B0597B,4.89,7,0,0,0,0,0,0,0,9,0,0,0,4
SL0478,#985070,#AC5B82,6.94,7,0,0,0,0,0,0,0,9,0,0,0,3
SL0479,#A85068,#B65B76,5.03,7,0,0,0,0,0,0,0,8,0,0,0,5
SL0480,#B05868,#C16272,5.32,7,0,0,0,0,0,0,0,6,0,0,0,6
SL0481,#C05070,#B14665,4.76,5,0,0,0,0,0,0,0,9,0,0,0,6
SL0482,#C05870,#B7516B,3.08,6,0,0,0,0,0,0,0,8,0,0,0,6
SL0483,#A06078,#B86A86,7.52,9,0,0,0,0,0,0,0,8,0,0,0,4
SL0484,#A04070,#A4426F,2.13,5,0,0,0,0,0,0,0,11,0,0,0,4
SL0485,#985078,#A95780,5.68,7,0,0,0,0,0,0,0,10,0,0,0,3
SL0486,#A05870,#B66482,7.0,8,0,0,0,0,0,0,0,8,0,0,0,4
SL0487,#805060,#BD758C,19.72,10,0,0,0,0,0,0,0,7,0,0,0,4
SL0488,#805070,#C57BAD,23.54,8,0,6,0,0,0,0,7,0,0,0,0,0
SL0489,#784860,#B1688B,18.85,9,0,0,0,0,0,0,0,9,0,0,0,3
SL0490,#683860,#B15DA4,27.53,4,0,10,0,0,0,0,6,0,0,0,0,0
SL0491,#785058,#C78794,25.75,11,0,0,0,0,0,0,0,5,0,0,0,4
SL0492,#784058,#B25F80,19.06,8,0,0,0,0,0,0,0,9,0,0,0,4
SL0493,#884850,#CA6A73,20.9,8,0,0,0,0,0,0,0,5,0,0,0,7
SL0494,#905870,#B56E8D,11.85,9,0,0,0,0,0,0,0,8,0,0,0,3
SL0495,#985058,#CA6A73,15.58,8,0,0,0,0,0,0,0,5,0,0,0,7
SL0496,#906880,#B787A7,13.48,11,0,0,0,0,0,0,0,7,0,0,0,1
SL0497,#886090,#AD78B5,13.43,7,0,11,0,0,0,0,2,0,0,0,0,0
SL0498,#986880,#BA839E,11.21,11,0,0,0,0,0,0,0,7,0,0,0,2
SL0499,#A088B0,#907A9D,6.55,10,0,0,0,0,5,0,0,5,0,0,0,0
SL0500,#A880B0,#B28ABD,4.06,9,0,10,0,0,0,0,1,0,0,0,0,0
SL0501,#A880A0,#C695BC,9.73,11,0,6,0,0,0,0,4,0,0,0,0,0
SL0502,#B088A8,#C999BD,7.63,11,0,5,0,0,0,0,4,0,0,0,0,0
SL0503,#B088A0,#BD93AD,4.41,12,0,0,0,0,0,0,0,6,0,0,0,1
SL0504,#A088A0,#C9ABC7,13.89,13,0,5,0,0,0,0,2,0,0,0,0,0
SL0505,#B890A8,#BF98B0,2.57,13,0,0,0,0,0,0,0,6,0,0,0,1
SL0506,#B088A0,#BD93AD,4.41,12,0,0,0,0,0,0,0,6,0,0,0,1
SL0507,#B898B0,#CEAAC5,7.11,13,0,4,0,0,0,0,3,0,0,0,0,0
SL0508,#C890A0,#C6909F,0.94,12,0,0,0,0,0,0,0,5,0,0,0,3
SL0509,#D0A8B8,#C79DAD,4.0,14,0,0,0,0,0,0,0,5,0,0,0,2
SL0510,#E0B0B8,#D2A7AC,4.69,14,0,0,0,0,0,0,0,3,0,0,0,3
SL0511,#D8A0A8,#CE969E,3.85,13,0,0,0,0,0,0,0,4,0,0,0,4
SL0512,#F0D0D8,#D1B1B7,11.5,15,0,0,0,0,0,0,0,3,0,0,0,2
SL0513,#F0E8E0,#E2DDD5,4.59,19,0,0,0,0,0,0,0,0,0,0,0,1
SL0514,#D8D0C8,#E2DDD5,4.2,19,0,0,0,0,0,0,0,0,0,0,0,1
SL0515,#E8D8D0,#E3D3CA,2.21,18,0,0,0,0,0,0,0,0,0,0,0,2
SL0516,#F0E0D8,#E3D3CA,4.87,18,0,0,0,0,0,0,0,0,0,0,0,2
SL0517,#E0C8C0,#E4CABE,1.84,17,0,0,0,0,0,0,0,0,0,0,0,3
SL0518,#F0D0B8,#E4C4AB,4.6,16,0,0,0,0,0,0,0,0,0,0,2,3
SL0519,#F0D8C8,#E3CFBF,3.88,17,0,0,0,0,0,0,0,0,0,0,1,2
SL0520,#F0D8D0,#DDC8C3,6.63,17,0,0,0,0,0,0,0,1,0,0,0,2
SL0521,#F0D8C8,#E3CFBF,3.88,17,0,0,0,0,0,0,0,0,0,0,1,2
SL0522,#F0D0B8,#E4C4AB,4.6,16,0,0,0,0,0,0,0,0,0,0,2,3
SL0523,#E0C8B8,#E4C7B6,1.96,17,0,0,0,0,0,0,0,0,0,0,1,3
SL0524,#E8C8C0,#DEBEB8,3.79,16,0,0,0,0,0,0,0,1,0,0,0,3
SL0525,#D8B8A8,#E4C6B4,4.68,16,0,0,0,0,0,0,0,0,0,0,1,3
SL0526,#E0C0A8,#E5C2A9,1.59,15,0,0,0,0,0,0,0,0,0,0,2,3
SL0527,#E8B8A8,#E5B7A8,1.37,15,0,0,0,0,0,0,0,0,0,0,0,5
SL0528,#E0B8A0,#E5BBA1,1.91,15,0,0,0,0,0,0,0,0,0,0,2,4
SL0529,#B8A0B0,#D3B5C9,8.83,15,0,3,0,0,0,0,3,0,0,0,0,0
SL0530,#C0A8A8,#D7BCBD,7.69,16,0,0,0,0,0,0,0,2,0,0,0,2
SL0531,#D0A8A8,#D8B3B2,3.64,15,0,0,0,0,0,0,0,2,0,0,0,3
SL0532,#C0A0A8,#D1B1B7,5.99,15,0,0,0,0,0,0,0,3,0,0,0,2
SL0533,#E8C8B8,#E4C6B4,1.64,16,0,0,0,0,0,0,0,0,0,0,1,3
SL0534,#D8B8A0,#E5C2A9,3.93,15,0,0,0,0,0,0,0,0,0,0,2,3
SL0535,#D8C098,#E4CA9F,4.23,14,0,0,0,0,0,0,0,0,0,0,5,1
SL0536,#D8A888,#E6B593,4.86,13,0,0,0,0,0,0,0,0,0,0,3,4
SL0537,#D09878,#E7AC88,7.44,12,0,0,0,0,0,0,0,0,0,0,3,5
SL0538,#D8A088,#E7AA92,4.23,13,0,0,0,0,0,0,0,0,0,0,1,6
SL0539,#C88880,#DA9690,5.87,12,0,0,0,0,0,0,0,2,0,0,0,6
SL0540,#B8A0A8,#CFB8C1,8.52,15,0,0,0,0,0,0,0,3,0,0,0,1
SL0541,#B07878,#D49495,11.49,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0542,#886868,#D9A9A7,26.71,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0543,#A88880,#DFB5AD,17.67,15,0,0,0,0,0,0,0,1,0,0,0,4
SL0544,#786878,#C9ABC7,28.25,13,0,5,0,0,0,0,2,0,0,0,0,0
SL0545,#B87058,#E98D70,15.3,10,0,0,0,0,0,0,0,0,0,0,1,9
SL0546,#B07860,#E89C7C,17.45,11,0,0,0,0,0,0,0,0,0,0,2,7
SL0547,#A86060,#D07679,12.19,9,0,0,0,0,0,0,0,4,0,0,0,7
SL0548,#A06850,#E89977,22.97,10,0,0,0,0,0,0,0,0,0,0,2,7
SL0549,#B06850,#EA896B,17.99,9,0,0,0,0,0,0,0,0,0,0,1,9
SL0550,#A85028,#EC6F3A,23.61,5,0,0,0,0,0,0,0,0,0,0,4,11
SL0551,#904830,#EB774F,30.61,7,0,0,0,0,0,0,0,0,0,0,2,11
SL0552,#705858,#D9A9A7,34.56,14,0,0,0,0,0,0,0,2,0,0,0,4
SL0553,#804020,#EC753A,38.64,5,0,0,0,0,0,0,0,0,0,0,5,10
SL0554,#884028,#EC6D44,34.89,6,0,0,0,0,0,0,0,0,0,0,2,12
SL0555,#683820,#EB7E45,46.82,6,0,0,0,0,0,0,0,0,0,0,5,9
SL0556,#783828,#EC714F,39.47,7,0,0,0,0,0,0,0,0,0,0,1,12
SL0557,#683020,#EC6B47,46.62,6,0,0,0,0,0,0,0,0,0,0,1,12
SL0558,#884038,#DF6758,28.9,7,0,0,0,0,0,0,0,2,0,0,0,11
SL0559,#784030,#EB7A5A,38.45,8,0,0,0,0,0,0,0,0,0,0,1,11
SL0560,#583020,#EB8156,50.47,8,0,0,0,0,0,0,0,0,0,0,3,10
SL0561,#602818,#ED613B,51.48,5,0,0,0,0,0,0,0,0,0,0,1,13
SL0562,#603830,#E38575,42.33,10,0,0,0,0,0,0,0,1,0,0,0,9
SL0563,#602820,#E05E4D,44.16,6,0,0,0,0,0,0,0,2,0,0,0,12
SL0564,#503830,#E7A087,50.43,12,0,0,0,0,0,0,0,0,0,0,1,7
SL0565,#603020,#EB774F,48.25,7,0,0,0,0,0,0,0,0,0,0,2,11
SL0566,#482818,#EB8250,57.37,7,0,0,0,0,0,0,0,0,0,0,4,9
SL0567,#483020,#E99B67,55.99,9,0,0,0,0,0,0,0,0,0,0,5,6
SL0568,#684840,#E7A492,41.32,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0569,#684838,#E8A27C,42.63,11,0,0,0,0,0,0,0,0,0,0,3,6
SL0570,#684848,#D49495,35.05,12,0,0,0,0,0,0,0,3,0,0,0,5
SL0571,#604048,#C78794,33.97,11,0,0,0,0,0,0,0,5,0,0,0,4
SL0572,#906058,#E1988B,25.75,12,0,0,0,0,0,0,0,1,0,0,0,7
SL0573,#785048,#E1988B,33.71,12,0,0,0,0,0,0,0,1,0,0,0,7
SL0574,#684840,#E7A492,41.32,13,0,0,0,0,0,0,0,0,0,0,0,7
SL0575,#885860,#C87D89,20.29,10,0,0,0,0,0,0,0,5,0,0,0,5
SL0576,#985858,#D07679,17.35,9,0,0,0,0,0,0,0,4,0,0,0,7
SL0577,#906050,#E8977C,28.21,11,0,0,0,0,0,0,0,0,0,0,1,8
SL0578,#886858,#E6AF92,30.86,13,0,0,0,0,0,0,0,0,0,0,2,5
SL0579,#987060,#E7AA92,24.91,13,0,0,0,0,0,0,0,0,0,0,1,6
SL0580,#A06050,#E98C76,23.01,10,0,0,0,0,0,0,0,0,0,0,0,9
SL0581,#885048,#E38575,28.86,10,0,0,0,0,0,0,0,1,0,0,0,9
SL0582,#905848,#E98D70,28.92,10,0,0,0,0,0,0,0,0,0,0,1,9
SL0583,#A05850,#DD7A6F,18.95,9,0,0,0,0,0,0,0,2,0,0,0,9
SL0584,#985050,#D06C6E,17.83,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0585,#A05858,#D17273,15.4,9,0,0,0,0,0,0,0,4,0,0,0,8
SL0586,#A06060,#D5817F,16.63,10,0,0,0,0,0,0,0,3,0,0,0,7
SL0587,#B86858,#E4816F,13.26,10,0,0,0,0,0,0,0,1,0,0,0,10
SL0588,#A87060,#E89A86,19.62,12,0,0,0,0,0,0,0,0,0,0,0,8
SL0589,#B07860,#E89C7C,17.45,11,0,0,0,0,0,0,0,0,0,0,2,7
SL0590,#B07068,#DB8D85,13.3,11,0,0,0,0,0,0,0,2,0,0,0,7
SL0591,#C89078,#E7A687,9.95,12,0,0,0,0,0,0,0,0,0,0,2,6
SL0592,#C07068,#DC837A,8.66,10,0,0,0,0,0,0,0,2,0,0,0,8
SL0593,#D06058,#D8655D,2.15,7,0,0,0,0,0,0,0,3,0,0,0,10
