SL_Code,Target_HEX,Mixed_HEX,Delta_E,S1,S8,S2,S4,S5,S19,S7,S9,S10,S11,S12,S14,S15
SL0594,#C05850,#D8655D,7.02,7,0,0,0,0,0,0,0,3,0,0,0,10
SL0595,#C07068,#DC837A,8.66,10,0,0,0,0,0,0,0,2,0,0,0,8
SL0596,#C06050,#E4735F,11.61,8,0,0,0,0,0,0,0,1,0,0,0,11
SL0597,#D86060,#D05C5C,2.45,6,0,0,0,0,0,0,0,4,0,0,0,9
SL0598,#B05050,#D16362,10.25,7,0,0,0,0,0,0,0,4,0,0,0,9
SL0599,#B85848,#E56C58,14.6,7,0,0,0,0,0,0,0,1,0,0,0,11
SL0600,#B05048,#D96259,13.42,7,0,0,0,0,0,0,0,3,0,0,0,11
SL0601,#C06860,#DD7A6F,8.8,9,0,0,0,0,0,0,0,2,0,0,0,9
SL0602,#C86048,#EB755A,10.75,8,0,0,0,0,0,0,0,0,0,0,0,12
SL0603,#885048,#E38575,28.86,10,0,0,0,0,0,0,0,1,0,0,0,9
SL0604,#A86850,#E99371,20.66,10,0,0,0,0,0,0,0,0,0,0,2,8
SL0605,#A85868,#C36878,8.54,8,0,0,0,0,0,0,0,6,0,0,0,6
SL0606,#C05038,#ED6243,15.28,6,0,0,0,0,0,0,0,0,0,0,0,14
SL0607,#B04830,#ED6243,20.07,6,0,0,0,0,0,0,0,0,0,0,0,14
SL0608,#C06048,#EB755A,13.76,8,0,0,0,0,0,0,0,0,0,0,0,12
SL0609,#C86040,#EC734B,11.64,7,0,0,0,0,0,0,0,0,0,0,2,12
SL0610,#B86048,#EB7A5A,16.4,8,0,0,0,0,0,0,0,0,0,0,1,11
SL0611,#C86838,#EB7A42,12.01,6,0,0,0,0,0,0,0,0,0,0,5,10
SL0612,#D87860,#EA836A,5.1,9,0,0,0,0,0,0,0,0,0,0,0,10
SL0613,#E08868,#E98E6B,2.97,10,0,0,0,0,0,0,0,0,0,0,2,9
SL0614,#B87058,#E98D70,15.3,10,0,0,0,0,0,0,0,0,0,0,1,9
SL0615,#B05850,#DE7064,14.51,8,0,0,0,0,0,0,0,2,0,0,0,10
SL0616,#C05040,#E05E4D,9.9,6,0,0,0,0,0,0,0,2,0,0,0,12
SL0617,#B84030,#E14B37,15.71,4,0,0,0,0,0,0,0,2,0,0,0,14
SL0618,#C84838,#E05442,7.51,5,0,0,0,0,0,0,0,2,0,0,0,13
SL0619,#C05028,#EE602E,16.7,4,0,0,0,0,0,0,0,0,0,0,3,13
SL0620,#D84818,#EF4D18,9.3,2,0,0,0,0,0,0,0,0,0,0,3,15
SL0621,#D04030,#DB3F31,5.01,3,0,0,0,0,0,0,0,3,0,0,0,14
SL0622,#E83800,#EF3800,2.97,0,0,0,0,0,0,0,0,0,0,3,0,17
SL0623,#B84020,#EE552D,18.72,4,0,0,0,0,0,0,0,0,0,0,1,15
SL0624,#D04018,#F04717,12.5,2,0,0,0,0,0,0,0,0,0,0,2,16
SL0625,#E04028,#E2412C,1.06,3,0,0,0,0,0,0,0,2,0,0,0,15
SL0626,#B03820,#EF4F2D,22.26,4,0,0,0,0,0,0,0,0,0,0,0,16
SL0627,#C84838,#E05442,7.51,5,0,0,0,0,0,0,0,2,0,0,0,13
SL0628,#B84030,#E14B37,15.71,4,0,0,0,0,0,0,0,2,0,0,0,14
SL0629,#A84850,#C55561,8.93,6,0,0,0,0,0,0,0,6,0,0,0,8
SL0630,#A01020,#B41222,8.25,0,0,0,0,0,0,6,0,5,0,0,0,9
SL0631,#A02830,#C12E39,12.32,2,0,0,0,0,0,0,0,7,0,0,0,11
SL0632,#B04848,#D25A57,10.87,6,0,0,0,0,0,0,0,4,0,0,0,10
SL0633,#983030,#CD4546,17.67,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0634,#B84038,#D94A3F,12.32,4,0,0,0,0,0,0,0,3,0,0,0,12
SL0635,#C02838,#BD2B3B,2.77,2,0,0,0,0,0,0,0,8,0,0,0,11
SL0636,#C82040,#B11E3A,8.57,1,0,0,0,0,0,0,0,10,0,0,0,10
SL0637,#A81828,#BA182A,7.09,0,0,0,0,0,0,0,0,8,0,0,0,11
SL0638,#C82048,#AE1E3D,9.12,1,0,0,0,0,0,0,0,10,0,0,0,9
SL0639,#B84830,#EE5B3B,19.28,5,0,0,0,0,0,0,0,0,0,0,0,14
SL0640,#B03048,#B6324B,2.09,3,0,0,0,0,0,0,0,9,0,0,0,9
SL0641,#683030,#D16362,34.79,7,0,0,0,0,0,0,0,4,0,0,0,9
SL0642,#681820,#C12E39,33.5,2,0,0,0,0,0,0,0,7,0,0,0,11
SL0643,#782038,#AC3154,18.07,3,0,0,0,0,0,0,0,10,0,0,0,7
SL0644,#782028,#C13745,25.09,3,0,0,0,0,0,0,0,7,0,0,0,10
SL0645,#702828,#CD4546,33.78,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0646,#683028,#DF6758,39.73,7,0,0,0,0,0,0,0,2,0,0,0,11
SL0647,#583030,#D17273,39.74,9,0,0,0,0,0,0,0,4,0,0,0,8
SL0648,#602020,#CD4546,39.16,4,0,0,0,0,0,0,0,5,0,0,0,11
SL0649,#701820,#C12E39,29.66,2,0,0,0,0,0,0,0,7,0,0,0,11
SL0650,#602028,#C04050,33.51,4,0,0,0,0,0,0,0,7,0,0,0,9
SL0651,#682830,#BF4A5B,29.31,5,0,0,0,0,0,0,0,7,0,0,0,8
SL0652,#601818,#CF322F,43.02,2,0,0,0,0,0,0,0,5,0,0,0,13
SL0653,#783828,#EC714F,39.47,7,0,0,0,0,0,0,0,0,0,0,1,12
SL0654,#683028,#DF6758,39.73,7,0,0,0,0,0,0,0,2,0,0,0,11
SL0655,#482830,#BC667D,39.15,8,0,0,0,0,0,0,0,7,0,0,0,5
SL0656,#403030,#D39EA1,49.89,13,0,0,0,0,0,0,0,3,0,0,0,4
SL0657,#501820,#BA354A,38.66,3,0,0,0,0,0,0,0,8,0,0,0,9
SL0658,#502828,#D06C6E,42.44,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0659,#301818,#D06C6E,54.69,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0660,#181818,#DCDEDD,79.79,19,0,1,0,0,0,0,0,0,0,0,0,0
SL0661,#301818,#D06C6E,54.69,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0662,#402020,#D06C6E,48.44,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0663,#382028,#B96983,44.38,8,0,0,0,0,0,0,0,7,0,0,0,4
SL0664,#402020,#D06C6E,48.44,8,0,0,0,0,0,0,0,4,0,0,0,8
SL0665,#402028,#BD5D71,42.72,7,0,0,0,0,0,0,0,7,0,0,0,6
SL0666,#482030,#AA4D75,34.49,6,0,0,0,0,0,0,0,10,0,0,0,4
SL0667,#301820,#B65B76,46.86,7,0,0,0,0,0,0,0,8,0,0,0,5
SL0668,#481898,#2D1555,35.38,0,0,0,0,0,14,0,0,6,0,0,0,0
SL0669,#582880,#512576,4.85,0,0,8,0,0,8,0,0,4,0,0,0,0
SL0670,#502078,#441C66,8.06,0,0,4,0,0,10,0,0,6,0,0,0,0
SL0671,#281838,#653D8E,35.28,0,0,15,0,0,3,0,0,0,2,0,0,0
SL0672,#481870,#3C145C,9.65,0,0,1,0,0,11,0,0,8,0,0,0,0
SL0673,#501870,#3F0F5A,9.56,0,0,0,0,0,10,0,0,10,0,0,0,0
SL0674,#482860,#522F6C,4.01,3,0,0,0,0,10,0,0,8,0,0,0,0
SL0675,#402038,#B65DA2,44.7,4,0,9,0,0,0,0,7,0,0,0,0,0
SL0676,#7818A0,#440E5B,32.25,0,0,0,0,0,9,0,0,11,0,0,0,0
SL0677,#8048A0,#59316F,18.95,3,0,0,0,0,8,0,0,8,0,0,0,0
SL0678,#603888,#663A8F,3.1,0,0,15,0,0,4,0,0,0,1,0,0,0
SL0679,#704098,#6B3E92,3.19,0,0,16,0,0,2,0,0,0,2,0,0,0
SL0680,#603090,#4D2775,11.49,0,0,8,0,0,9,0,0,3,0,0,0,0
SL0681,#603888,#663A8F,3.1,0,0,15,0,0,4,0,0,0,1,0,0,0
SL0682,#5018A0,#321456,37.52,0,0,0,0,0,13,0,0,7,0,0,0,0
SL0683,#402058,#4B2666,5.25,2,0,0,0,0,10,0,0,8,0,0,0,0
SL0684,#684878,#705082,3.1,6,0,0,0,0,7,0,0,7,0,0,0,0
SL0685,#603868,#9F5FAC,25.19,4,0,14,0,0,0,0,2,0,0,0,0,0
SL0686,#704078,#9B58AA,18.76,3,0,14,0,0,0,0,2,0,0,0,0,0
SL0687,#905078,#A8608C,7.85,8,0,0,0,0,0,0,0,10,0,0,0,2
SL0688,#A06890,#C47FB0,11.71,8,0,6,0,0,0,0,6,0,0,0,0,0
SL0689,#A878D8,#79549B,20.13,2,0,15,0,0,0,0,0,0,3,0,0,0
SL0690,#A068D0,#744B98,19.6,1,0,16,0,0,0,0,0,0,3,0,0,0
SL0691,#9870B8,#6B5181,19.97,6,0,0,0,0,8,0,0,6,0,0,0,0
SL0692,#D080D8,#A867AD,14.98,5,0,12,0,0,0,0,3,0,0,0,0,0
SL0693,#B080B8,#B281B8,0.39,8,0,10,0,0,0,0,2,0,0,0,0,0
SL0694,#9860A0,#A56AB0,5.53,5,0,12,0,0,0,0,2,0,0,0,0,0
SL0695,#D878E8,#9F57A7,22.9,3,0,14,0,0,0,0,3,0,0,0,0,0
SL0696,#B068B8,#A35FAA,4.7,4,0,13,0,0,0,0,3,0,0,0,0,0
SL0697,#B058B8,#9B4FA4,8.14,2,0,14,0,0,0,0,3,0,0,0,0,0
SL0698,#9058C8,#64408D,22.72,0,0,15,0,0,2,0,0,0,3,0,0,0
SL0699,#9070C8,#674E8E,19.53,1,0,14,0,0,0,0,0,0,5,0,0,0
SL0700,#8848B8,#4B2666,32.45,2,0,0,0,0,10,0,0,8,0,0,0,0
SL0701,#9840B0,#85389C,8.03,0,0,17,0,0,0,0,1,2,0,0,0,0
SL0702,#704098,#6B3E92,3.19,0,0,16,0,0,2,0,0,0,2,0,0,0
SL0703,#8050A0,#5C3973,16.97,4,0,0,0,0,9,0,0,8,0,0,0,0
SL0704,#9050C8,#663A8F,22.19,0,0,15,0,0,4,0,0,0,1,0,0,0
SL0705,#A088B8,#9C84B2,1.98,8,0,10,0,0,0,0,0,0,2,0,0,0
SL0706,#B070A8,#B874AE,2.59,7,0,9,0,0,0,0,5,0,0,0,0,0
SL0707,#B07098,#AE6C92,2.48,9,0,0,0,0,0,0,0,9,0,0,0,2
SL0708,#B86090,#A95780,5.68,7,0,0,0,0,0,0,0,10,0,0,0,3
SL0709,#C07898,#B56E8D,4.32,9,0,0,0,0,0,0,0,8,0,0,0,3
SL0710,#D090B0,#BA839E,7.24,11,0,0,0,0,0,0,0,7,0,0,0,2
SL0711,#C07098,#AF6287,6.29,8,0,0,0,0,0,0,0,9,0,0,0,3
SL0712,#A86098,#BA6EAA,6.1,6,0,8,0,0,0,0,6,0,0,0,0,0
SL0713,#C078B0,#BF76AD,1.41,7,0,7,0,0,0,0,6,0,0,0,0,0
SL0714,#D090B8,#B381A3,9.04,11,0,0,0,0,0,0,0,8,0,0,0,1
SL0715,#E888D0,#BA6EAA,14.89,6,0,8,0,0,0,0,6,0,0,0,0,0
SL0716,#E090C0,#AE6C92,16.61,9,0,0,0,0,0,0,0,9,0,0,0,2
SL0717,#E090D0,#BB77AF,12.22,7,0,8,0,0,0,0,5,0,0,0,0,0
SL0718,#D098E0,#835F8E,27.77,8,0,0,0,0,5,0,0,8,0,0,0,0
SL0719,#D8A8E8,#8F6E98,26.81,9,0,0,0,0,4,0,0,7,0,0,0,0
SL0720,#D898C0,#B381A3,11.51,11,0,0,0,0,0,0,0,8,0,0,0,1
SL0721,#E8B8D8,#CEA1C0,8.9,12,0,4,0,0,0,0,4,0,0,0,0,0
SL0722,#E8C0D0,#CBA5B1,10.44,14,0,0,0,0,0,0,0,4,0,0,0,2
SL0723,#F8B8E0,#B98CA9,20.12,12,0,0,0,0,0,0,0,7,0,0,0,1
SL0724,#F8B8E0,#B98CA9,20.12,12,0,0,0,0,0,0,0,7,0,0,0,1
SL0725,#F0C8E0,#C5A3B6,14.64,14,0,0,0,0,0,0,0,5,0,0,0,1
SL0726,#F0C8E8,#CEAAC5,11.86,13,0,4,0,0,0,0,3,0,0,0,0,0
SL0727,#E0C8E0,#CDBACE,6.15,14,0,4,0,0,0,0,1,0,0,0,0,0
SL0728,#D0B0E0,#907A9D,22.77,10,0,0,0,0,5,0,0,5,0,0,0,0
SL0729,#D8C0F0,#A595B8,18.28,10,0,8,0,0,0,0,0,0,2,0,0,0
SL0730,#C0B8F0,#7E789C,26.69,6,0,9,0,0,0,0,0,0,5,0,0,0
SL0731,#B0A8E8,#6E6891,27.7,4,0,10,0,0,0,0,0,0,6,0,0,0
SL0732,#D8B8F0,#867096,30.1,9,0,0,0,0,6,0,0,5,0,0,0,0
SL0733,#B8A0D0,#A08DB5,8.84,9,0,9,0,0,0,0,0,0,2,0,0,0
SL0734,#B890C8,#8A6F97,17.24,9,0,0,0,0,5,0,0,6,0,0,0,0
SL0735,#C8A8E0,#867096,24.78,9,0,0,0,0,6,0,0,5,0,0,0,0
SL0736,#B888D8,#705483,29.06,6,0,0,0,0,7,0,0,6,0,0,0,0
SL0737,#E8E0F8,#B3AEC1,18.65,13,0,5,0,0,0,0,0,0,2,0,0,0
SL0738,#C8C8D8,#ACAFBC,9.74,13,0,4,0,0,0,0,0,0,3,0,0,0
SL0739,#D0C8E0,#B3AEC1,10.37,13,0,5,0,0,0,0,0,0,2,0,0,0
SL0740,#A8A0B8,#AEA6BE,1.98,12,0,6,0,0,0,0,0,0,2,0,0,0
SL0741,#A8A0C8,#8E87A8,10.57,8,0,8,0,0,0,0,0,0,4,0,0,0
SL0742,#9898D8,#585A81,28.4,2,0,10,0,0,0,0,0,0,8,0,0,0
SL0743,#A8A0D8,#737194,21.94,5,0,9,0,0,0,0,0,0,6,0,0,0
SL0744,#9880B0,#987FB0,0.39,7,0,10,0,0,0,0,0,0,2,0,0,0
SL0745,#B098D0,#907DAA,12.64,7,0,10,0,0,0,0,0,0,3,0,0,0
SL0746,#9078B8,#7C669C,9.4,4,0,12,0,0,0,0,0,0,4,0,0,0
SL0747,#8878B8,#6B5E8F,13.47,3,0,12,0,0,0,0,0,0,6,0,0,0
SL0748,#706098,#65588B,4.47,2,0,12,0,0,0,0,0,0,6,0,0,0
SL0749,#605890,#5A5083,4.3,1,0,12,0,0,0,0,0,0,7,0,0,0
SL0750,#505880,#4D5379,2.69,1,0,10,0,0,0,0,0,0,9,0,0,0
SL0751,#7070B0,#4C4A79,18.33,0,0,11,0,0,0,0,0,0,8,0,0,0
SL0752,#7878B8,#53527E,19.13,1,0,11,0,0,0,0,0,0,8,0,0,0
SL0753,#C0D8F8,#6E7B8F,35.07,9,0,0,0,0,10,0,0,0,1,0,0,0
SL0754,#A0B0D8,#656E89,26.04,8,0,0,0,0,12,0,0,0,0,0,0,0
SL0755,#98B0E8,#4F5D7A,35.32,6,0,0,0,0,13,0,0,0,1,0,0,0
SL0756,#A0A8E0,#5D6284,29.85,3,0,9,0,0,0,0,0,0,8,0,0,0
SL0757,#98A8E8,#515B7C,34.5,2,0,9,0,0,0,0,0,0,9,0,0,0
SL0758,#98B0F0,#505A7A,37.04,6,0,0,0,0,14,0,0,0,0,0,0,0
SL0759,#9898E0,#585A81,30.87,2,0,10,0,0,0,0,0,0,8,0,0,0
SL0760,#9090D8,#53527E,29.1,1,0,11,0,0,0,0,0,0,8,0,0,0
SL0761,#8878D0,#554880,26.11,0,0,13,0,0,0,0,0,0,7,0,0,0
SL0762,#7860D0,#423673,33.83,0,0,9,0,0,8,0,0,0,3,0,0,0
SL0763,#6858D0,#352C69,37.51,0,0,6,0,0,12,0,0,0,1,0,0,0
SL0764,#6058B0,#3C376E,23.94,0,0,8,0,0,8,0,0,0,4,0,0,0
SL0765,#4848A0,#2C2C63,23.05,0,0,5,0,0,13,0,0,0,2,0,0,0
SL0766,#6068B8,#383B6A,26.11,0,0,8,0,0,7,0,0,0,6,0,0,0
SL0767,#6878C8,#39406B,30.72,0,0,8,0,0,5,0,0,0,7,0,0,0
SL0768,#5868C0,#2E3563,31.44,0,0,6,0,0,10,0,0,0,5,0,0,0
SL0769,#5898F8,#1A3153,52.65,1,0,0,0,0,16,0,0,0,3,0,0,0
SL0770,#6090C8,#2E4562,33.44,3,0,0,0,0,14,0,0,0,3,0,0,0
SL0771,#2898F0,#0D3049,53.91,0,0,0,0,0,14,0,0,0,6,0,0,0
SL0772,#2880E0,#0E2A4B,49.03,0,0,0,0,0,16,0,0,0,4,0,0,0
SL0773,#3880E0,#0E2A4B,49.1,0,0,0,0,0,16,0,0,0,4,0,0,0
SL0774,#2858C8,#10244D,45.97,0,0,0,0,0,18,0,0,0,2,0,0,0
SL0775,#2858B0,#10244D,34.52,0,0,0,0,0,17,0,0,0,2,0,0,0
SL0776,#3860A8,#1B2F55,28.28,1,0,0,0,0,16,0,0,0,2,0,0,0
SL0777,#2060C8,#0F274C,44.84,0,0,0,0,0,17,0,0,0,3,0,0,0
SL0778,#3050B8,#11214E,39.0,0,0,0,0,0,19,0,0,0,1,0,0,0
SL0779,#2858C0,#10244D,41.9,0,0,0,0,0,18,0,0,0,2,0,0,0
SL0780,#302890,#1B1B51,30.82,0,0,0,0,0,18,0,0,2,0,0,0,0
SL0781,#3840B0,#1C1E54,36.65,0,0,1,0,0,18,0,0,1,0,0,0,0
SL0782,#2850B0,#10244D,36.72,0,0,0,0,0,18,0,0,0,2,0,0,0
SL0783,#384090,#21295A,20.59,0,0,3,0,0,15,0,0,0,2,0,0,0
SL0784,#4008C8,#281654,64.61,0,0,0,0,0,15,0,0,5,0,0,0,0
SL0785,#3828B8,#201A52,50.5,0,0,0,0,0,17,0,0,3,0,0,0,0
SL0786,#4040B8,#1C1E54,41.04,0,0,1,0,0,18,0,0,1,0,0,0,0
SL0787,#2820B8,#161C50,58.11,0,0,0,0,0,19,0,0,1,0,0,0,0
SL0788,#3020B0,#1B1B51,52.2,0,0,0,0,0,18,0,0,2,0,0,0,0
SL0789,#4010B0,#281654,51.57,0,0,0,0,0,15,0,0,5,0,0,0,0
SL0790,#3018A8,#201A52,49.21,0,0,0,0,0,17,0,0,3,0,0,0,0
SL0791,#301860,#281654,6.29,0,0,0,0,0,15,0,0,5,0,0,0,0
SL0792,#181888,#161C50,36.89,0,0,0,0,0,19,0,0,1,0,0,0,0
SL0793,#303078,#27275E,11.14,0,0,4,0,0,16,0,0,0,1,0,0,0
SL0794,#303098,#1B1B51,31.21,0,0,0,0,0,18,0,0,2,0,0,0,0
SL0795,#2838A0,#161C50,33.02,0,0,0,0,0,19,0,0,1,0,0,0,0
SL0796,#403898,#27215D,23.83,0,0,3,0,0,16,0,0,1,0,0,0,0
SL0797,#403078,#392C6C,5.31,0,0,7,0,0,12,0,0,0,1,0,0,0
SL0798,#503888,#443075,7.61,0,0,9,0,0,10,0,0,0,1,0,0,0
SL0799,#184898,#0F274C,28.97,0,0,0,0,0,17,0,0,0,3,0,0,0
SL0800,#3820A8,#201A52,45.65,0,0,0,0,0,17,0,0,3,0,0,0,0
SL0801,#183848,#1A4052,3.83,0,0,3,0,0,7,0,0,0,10,0,0,0
SL0802,#202838,#3D4B6D,18.7,4,0,0,0,0,14,0,0,0,1,0,0,0
SL0803,#203840,#335864,13.85,1,0,6,0,0,0,0,0,0,13,0,0,0
SL0804,#284878,#1A3153,12.75,1,0,0,0,0,16,0,0,0,3,0,0,0
SL0805,#284078,#1C2C56,12.15,1,0,0,0,0,17,0,0,0,1,0,0,0
SL0806,#085088,#0D3049,22.96,0,0,0,0,0,14,0,0,0,6,0,0,0
SL0807,#185878,#10374C,15.76,0,0,1,0,0,11,0,0,0,8,0,0,0
SL0808,#607898,#4E6079,10.63,6,0,0,0,0,12,0,0,0,2,0,0,0
SL0809,#3060A0,#1A3153,25.84,1,0,0,0,0,16,0,0,0,3,0,0,0
SL0810,#4868A0,#2F4263,20.6,3,0,0,0,0,15,0,0,0,2,0,0,0
SL0811,#286090,#173651,21.67,0,0,2,0,0,11,0,0,0,7,0,0,0
SL0812,#5060A8,#2E3A63,23.59,0,0,6,0,0,8,0,0,0,6,0,0,0
SL0813,#507098,#394F69,15.56,4,0,0,0,0,13,0,0,0,3,0,0,0
SL0814,#606088,#636189,0.9,3,0,10,0,0,0,0,0,0,7,0,0,0
SL0815,#606080,#686A8C,3.96,4,0,9,0,0,0,0,0,0,7,0,0,0
SL0816,#8898B8,#647188,16.08,8,0,0,0,0,11,0,0,0,1,0,0,0
SL0817,#586888,#4F5D7A,5.09,6,0,0,0,0,13,0,0,0,1,0,0,0
SL0818,#607080,#67788A,3.37,8,0,0,0,0,9,0,0,0,2,0,0,0
SL0819,#586888,#4F5D7A,5.09,6,0,0,0,0,13,0,0,0,1,0,0,0
SL0820,#586880,#55667E,1.15,7,0,0,0,0,12,0,0,0,2,0,0,0
SL0821,#587080,#546D7C,1.48,4,0,6,0,0,0,0,0,0,10,0,0,0
SL0822,#588090,#496674,10.35,3,0,6,0,0,0,0,0,0,11,0,0,0
SL0823,#6888A8,#465C72,18.36,5,0,0,0,0,11,0,0,0,3,0,0,0
SL0824,#608098,#4C6476,11.51,3,0,7,0,0,0,0,0,0,11,0,0,0
SL0825,#5080A0,#304F63,20.89,0,0,7,0,0,0,0,0,0,12,0,0,0
SL0826,#88B0D8,#4D6378,31.41,6,0,0,0,0,11,0,0,0,3,0,0,0
SL0827,#88B0D8,#4D6378,31.41,6,0,0,0,0,11,0,0,0,3,0,0,0
SL0828,#7090B8,#435970,23.67,5,0,0,0,0,12,0,0,0,3,0,0,0
SL0829,#4888B0,#24475A,28.67,0,0,5,0,0,4,0,0,0,11,0,0,0
SL0830,#80C0E0,#3E5F6C,38.32,2,0,6,0,0,0,0,0,0,12,0,0,0
SL0831,#48B8E0,#194351,48.0,0,0,3,0,0,6,0,0,0,11,0,0,0
SL0832,#60B0E8,#26465C,45.43,0,0,5,0,0,4,0,0,0,10,0,0,0
SL0833,#38A0D0,#153C4F,43.18,0,0,2,0,0,9,0,0,0,9,0,0,0
SL0834,#38B0E8,#153A4F,50.37,0,0,2,0,0,10,0,0,0,9,0,0,0
SL0835,#2898D0,#11364C,43.92,0,0,1,0,0,12,0,0,0,8,0,0,0
SL0836,#20A0D0,#0A3747,46.03,0,0,0,0,0,11,0,0,0,8,0,0,0
SL0837,#68B8F8,#25445B,49.97,0,0,5,0,0,5,0,0,0,10,0,0,0
SL0838,#70B0E8,#2D4861,43.88,3,0,0,0,0,13,0,0,0,4,0,0,0
SL0839,#80A8E0,#445671,35.28,5,0,0,0,0,13,0,0,0,2,0,0,0
SL0840,#98B8D8,#586D7F,29.75,7,0,0,0,0,10,0,0,0,3,0,0,0
SL0841,#98B8F0,#4F5D7A,37.72,6,0,0,0,0,13,0,0,0,1,0,0,0
SL0842,#A0C0F0,#4E6079,38.73,6,0,0,0,0,12,0,0,0,2,0,0,0
SL0843,#B0B0E0,#787997,23.38,6,0,8,0,0,0,0,0,0,6,0,0,0
SL0844,#A0A0C8,#787997,16.27,6,0,8,0,0,0,0,0,0,6,0,0,0
SL0845,#98B8E0,#596A80,31.35,7,0,0,0,0,11,0,0,0,2,0,0,0
SL0846,#88C0D0,#4E6F77,30.97,4,0,5,0,0,0,0,0,0,11,0,0,0
SL0847,#B0B8E0,#717A92,25.52,6,0,7,0,0,0,0,0,0,7,0,0,0
SL0848,#B8B0D0,#9E96B3,9.98,10,0,7,0,0,0,0,0,0,3,0,0,0
SL0849,#D0B8D0,#CDBACE,2.16,14,0,4,0,0,0,0,1,0,0,0,0,0
SL0850,#D0B0B8,#D1B1B7,0.68,15,0,0,0,0,0,0,0,3,0,0,0,2
SL0851,#D0C0C8,#D1BCC4,2.25,17,0,0,0,0,0,0,0,3,0,0,0,1
SL0852,#C8B8C8,#D2C2D1,3.65,15,0,3,0,0,0,0,1,0,0,0,0,0
SL0853,#D8C0C0,#D7BCBD,1.73,16,0,0,0,0,0,0,0,2,0,0,0,2
SL0854,#C8B0B0,#D7BCBD,4.8,16,0,0,0,0,0,0,0,2,0,0,0,2
SL0855,#C8C0C8,#D7CCD5,4.74,17,0,2,0,0,0,0,1,0,0,0,0,0
SL0856,#B8B0A8,#E2DCD4,15.72,18,0,0,0,0,0,0,0,0,0,0,0,1
SL0857,#D0B8B8,#D7BCBD,2.12,16,0,0,0,0,0,0,0,2,0,0,0,2
SL0858,#C0B8C0,#D7CCD5,7.6,17,0,2,0,0,0,0,1,0,0,0,0,0
SL0859,#B0A8A8,#DCD1CF,15.22,18,0,0,0,0,0,0,0,1,0,0,0,1
SL0860,#B8B0C0,#B4AEBC,1.61,14,0,0,0,0,3,0,0,2,0,0,0,0
SL0861,#C8C0C8,#D7CCD5,4.74,17,0,2,0,0,0,0,1,0,0,0,0,0
SL0862,#C0B0C0,#CEBCCF,4.94,15,0,4,0,0,0,0,1,0,0,0,0,0
SL0863,#B0B0C8,#9898AE,9.44,10,0,6,0,0,0,0,0,0,4,0,0,0
SL0864,#C0B0C0,#CEBCCF,4.94,15,0,4,0,0,0,0,1,0,0,0,0,0
SL0865,#E8E0E0,#DCD1CF,5.52,18,0,0,0,0,0,0,0,1,0,0,0,1
SL0866,#F0F0F0,#DCDEDD,6.77,19,0,1,0,0,0,0,0,0,0,0,0,0
SL0867,#E8E0E8,#D7CCD5,6.97,17,0,2,0,0,0,0,1,0,0,0,0,0
SL0868,#E0D8E0,#D7CCD5,4.21,17,0,2,0,0,0,0,1,0,0,0,0,0
SL0869,#E0E8E8,#CBD1D1,8.37,17,0,0,0,0,2,0,0,0,0,0,0,0
SL0870,#D0D0D8,#C8C6CF,3.89,16,0,3,0,0,0,0,0,0,1,0,0,0
SL0871,#C8D0D8,#B1B8BF,8.99,14,0,3,0,0,0,0,0,0,3,0,0,0
SL0872,#D0D0D0,#DCDEDD,4.57,19,0,1,0,0,0,0,0,0,0,0,0,0
SL0873,#C0D8F0,#788896,30.22,10,0,0,0,0,8,0,0,0,2,0,0,0
SL0874,#D0D0E8,#A5A4B7,16.67,11,0,5,0,0,0,0,0,0,3,0,0,0
SL0875,#A0A8C0,#818A9D,12.02,8,0,6,0,0,0,0,0,0,6,0,0,0
SL0876,#A0A8D0,#6D728F,21.69,5,0,8,0,0,0,0,0,0,7,0,0,0
SL0877,#98A8C0,#798597,13.96,10,0,0,0,0,9,0,0,0,1,0,0,0
SL0878,#A0B0D0,#6E7B8F,21.33,9,0,0,0,0,10,0,0,0,1,0,0,0
SL0879,#A0B0C0,#838F9E,12.63,11,0,0,0,0,8,0,0,0,1,0,0,0
SL0880,#A8C0C0,#94ABA9,7.94,12,0,2,0,0,0,0,0,0,6,0,0,0
SL0881,#C0E0E8,#7F939B,27.76,9,0,4,0,0,0,0,0,0,7,0,0,0
SL0882,#D8E0E8,#B1B8BF,14.67,14,0,3,0,0,0,0,0,0,3,0,0,0
SL0883,#B0C0C8,#97A6AB,10.01,13,0,0,0,0,5,0,0,0,2,0,0,0
SL0884,#C8E0E0,#9FB2B1,16.41,13,0,2,0,0,0,0,0,0,5,0,0,0
SL0885,#C0D8E0,#8B9FA3,20.94,10,0,3,0,0,0,0,0,0,6,0,0,0
SL0886,#D8F0F0,#9FB2B1,22.02,13,0,2,0,0,0,0,0,0,5,0,0,0
SL0887,#C0E0E8,#7F939B,27.76,9,0,4,0,0,0,0,0,0,7,0,0,0
SL0888,#B8C8C8,#ABB9B9,5.4,14,0,2,0,0,0,0,0,0,4,0,0,0
SL0889,#A8E0E0,#628685,32.66,7,0,3,0,0,0,0,0,0,10,0,0,0
